Molecule ChEMBL ID,Smiles,pChEMBL Value,Target ChEMBL ID,Target Name,Cell ChEMBL ID
CHEMBL352984,CCN[C@H](C#Cc1c(F)ccc2NC(=O)\C(=C/c3[nH]ccc3OC)\c12)[C@@H](C)O,6.26,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL170752,CN[C@H](CO)C#Cc1c(F)ccc2NC(=O)\C(=C/c3[nH]ccc3OC)\c12,7.1,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL76322,Nc1nc(O)c2c(CCc3ccc(Cl)cc23)n1,4.6,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL76106,Nc1nc(O)c2c(ccc3cc(c(Br)cc23)[N+](=O)[O-])n1,5.6,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL507297,CCCS(=O)(=O)O[C@H]1CCC(C)(C)[C@H]2[C@H](O)[C@@]3(O)OC[C@@]12[C@@H]4CC[C@H]5[C@@H](OC(=O)CNC(=O)\C=C\C(=O)O)[C@]34C(=O)C5=C,4.83,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL13659,Nc1nc(N)c(CCCNc2ccc(cc2)C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(O)n1,7.3,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL1808695,CC1=C([C@@H](c2ccc(OCc3ccccc3)cc2)n4ncnc4N1)C(=O)Nc5ccccc5,4.7,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL75501,Nc1nc(O)c2c(CCc3ccc(cc23)C#C)n1,4.46,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL1808692,CC1=C(C(NC(=S)N1)c2cc(Br)ccc2O)C(=O)Nc3ccc(Cl)cc3,4.85,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL1795738,[O-][N+](=O)OCc1cccc(c1)C(=O)Nc2ccccc2,4.88,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL1257320,[O-][N+](=O)c1ccc2Nc3n[nH]c(CCc4ccccc4)c3N=C(c5ccccc5Cl)c2c1,4.82,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL1164562,CC[C@@]12CCCN3CCc4c([C@H]13)n([C@H](C2)OC)c5ccccc45,4.49,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL1257911,Nc1ccc2Nc3n[nH]cc3N=C(c4ccccc4Cl)c2c1,6.3,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL1258822,CC(C)c1[nH]nc2Nc3ccc(cc3C(=Nc12)c4ccccc4Cl)[N+](=O)[O-],6.19,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL1257321,[O-][N+](=O)c1ccc2Nc3n[nH]c(c4ccc[nH]4)c3N=C(c5ccccc5Cl)c2c1,5.28,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL1090339,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]4[C@H]5[C@@H](CC[C@@]5(CC[C@@]34C)[C@@H]6OC(=O)C=C6)C(=C)C)C1(C)C,5.28,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL1089822,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)[C@@H]6OC(=O)C=C6,5.21,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL551624,CC(C)N(C(C)C)C(=S)SCC1=COc2ccccc2C1=O,5.17,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL561146,O=C1C=C(CSC(=S)N2CCOCC2)Oc3ccccc13,4.61,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL589653,Fc1ccc(cc1)C(=O)Nc2nonc2NC(=O)c3ccc(F)cc3,5.0,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL559202,COc1ccc2[nH]c3C(=O)NCc4ccccc4c3c2c1,5.51,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL600656,CCOC(=O)CC(=O)[C@]12CC[C@H]([C@@H]1[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2)C(=C)C,5.66,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL135582,CC[C@@]1(OC(=O)C(NC(=O)[C@H](CCCN=C(N)N)\N=C(/S)\Nc2ccc(O[C@H]3O[C@@H](C)[C@@H](O)[C@@H](OC)[C@@H]3O)cc2)C(C)C)C(=O)OCC4=C1C=C5N(Cc6cc7ccccc7nc56)C4=O,6.77,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL2316929,CCOC(=O)C1(CC1c2cc(OC)c(OC)c(OC)c2)C(=O)NCCc3cccc(F)c3,4.275,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL8640,CC1=C\C(=C/Cl)\C(=O)C(C)(O)C12CC2,7.52,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL589654,Clc1ccc(cc1)C(=O)Nc2nonc2NC(=O)c3ccc(Cl)cc3,5.1,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL590060,FC(F)(F)c1ccc(CNc2nonc2NC(=O)c3ccc(cc3)C(F)(F)F)cc1,4.73,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL605417,COc1ccc(cc1)[C@@H](CC(=O)N[C@@H](CC(C)C)B(O)O)NC(=O)c2ccccc2,6.39,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL541482,Clc1ccc2C(=O)C(=COc2c1)CSC(=S)N3CCOCC3,5.21,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL396595,O=C1C(=COc2ccccc12)Sc3oc4ccccc4n3,4.44,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL393476,COc1cc(CO)cc2c3cccnc3[nH]c12,4.2,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL3337990,COc1cc(O)c(Cc2c(CCc3ccc(O)c(OC)c3)cc(O)cc2OC)c(CCc4ccc(O)c(OC)c4)c1,4.67,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL2418173,Cc1nnc(SCC2=COc3ccccc3C2=O)s1,6.0,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL3325760,COc1cc(cc(O)c1OC)[C@H]2O[C@H]([C@H](C)[C@@H]2C)c3ccc4OCOc4c3,4.72,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL2316944,COc1cc(cc(OC)c1OC)[C@@H]2C[C@@]2(CO)C(=O)Nc3ccccc3,4.12,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL2035681,Fc1ccc(Cn2cc(COc3ccc4C(=O)C=COc4c3)nn2)cc1,4.95,CHEMBL612544,SW480,CHEMBL3307758
CHEMBL2035495,O=C1C=COc2cc(OCc3cn(Cc4ccccc4)nn3)ccc12,4.37,CHEMBL612544,SW480,CHEMBL3307758
