Smiles,pChEMBL Value
COc1cc(cc2OCOc12)[C@@H]3O[C@@H]([C@@H](COC(=O)C)[C@@H]3CO)c4cc(OC)c5OCOc5c4,6.85
Cl.CN(C)CCN1CC(=O)NC2(CSC3=C2C(=O)c4ccccc4C3=O)C1=O,7.51
OCCCN1CC(=O)NC2(CSC3=C2C(=O)c4ccccc4C3=O)C1=O,6.38
Oc1ccc(cc1)C(=C(C#N)c2ccccc2)c3ccc(O)cc3,9.345
CN[C@@H](C(C)C)C(=O)N[C@H](C(=O)N(C)[C@H](\C=C(/C)\C(=O)O)C(C)C)C(C)(C)C,6.87
CN[C@@H](C(=O)N[C@H](C(=O)N(C)[C@H](\C=C(/C)\C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,7.8
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C)\C=C(/C)\C(=O)O)C(C)(C)C)C(C)(C)c1cn(C)c2ccccc12,7.0500000000000025
CN(C)CCN1C(=O)c2cccc3cc4ccc(cc4c(C1=O)c23)C#N,7.836666666666666
CC(C)(C)NCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,6.52
[Cl-].CC[C@@]1(OC(=O)C[n+]2cccc(O)c2)C(=O)OCC3=C1C=C4N(Cc5cc6ccccc6nc45)C3=O,5.42
CCCCc1ccc(cc1)C2=CC3=CN(C\C=C\4/OC(=O)C(=C4OCc5ccccc5)OCc6ccccc6)C(=O)N=C3O2,4.8
CCn1c2ccncc2c3cc(ccc13)S(=O)(=O)Nc4cc(OC)c(OC)c(OC)c4,5.24
CCN(c1cc(OC)c(OC)c(OC)c1)S(=O)(=O)c2ccc3c(c2)c4cnccc4n3CC,5.68
Clc1ccc(cc1)N2C(=O)c3cc4C(NC(=O)Nc4cc3C(=C2c5ccccc5)c6ccccc6)c7ccccc7,4.59
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NO)C(=O)NCCc3c([nH]c4ccccc34)c5ccccc5)c2c1,6.89
CN1CCCCC1C(=O)N[C@@H](CCCCCC(=O)C)C(=O)Nc2nc(cs2)c3ccccc3,6.64
COC1=CC(=O)c2cc3c(cc2C1=O)C(=O)[C@]4(O)OC[C@@]5(C)CCC[C@@]3(C)[C@H]45,6.1
CCCCCC(O)C#CC1=CN(C\C=C\2/OC(=O)C(=C2OCc3ccccc3)OCc4ccccc4)C(=O)NC1=O,4.26
CN1CCN(CC1)C(=S)SCC2=COc3ccccc3C2=O,4.64
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,7.524262295081968
ONC(=O)CCCCCCOc1ccc(NC(=C)Cc2c[nH]c3ccccc23)cc1,5.16
CNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,6.25
CCN1C=C(C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12)c4oc5cc(ccc5n4)[N+](=O)[O-],5.17
CC(=C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]4[C@@]5(CO[C@@H]5C[C@H](O)[C@@]4(C)C(=O)[C@H](OC(=O)NCC=C)C(=C1C)C2(C)C)OC(=O)C)C,8.24
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO.OC(=O)C(F)(F)F,4.75
ONC(=O)CCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2cccc3cccnc23,6.91
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)C3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C([C@@H](OC(=O)NCCOCCOCCN8C(=O)N(C=C(C)C8=O)[C@H]9C[C@@H](O)[C@H](CO)O9)C3=O)C5(C)C)C,6.41
CC(C)C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H](\C(=C(\O)/C(=O)C(=C1C)C2(C)C)\C)[C@@]4(CO[C@@H]4CCO)OC(=O)C,7.196666666666666
CC(C)C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H](\C(=C(\OC(=O)OC(C)(C)C)/C(=O)C(=C1C)C2(C)C)\C)[C@@]4(CO[C@@H]4CCOC(=O)OC(C)(C)C)OC(=O)C,6.71
COc1cc(\C=C\C(=O)\C=C\c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,5.77
COc1cc(OC)cc(\C=C\C(=O)\C=C\c2cc(OC)cc(OC)c2)c1,5.57
Nc1ncnc2c1nc(Sc3nc4cccc(Cl)c4s3)n2CCO,6.16
Nc1ncnc2c1nc(Sc3nc4cccc(Cl)c4s3)n2CCN5CCOCC5,6.52
ONC(=O)c1ccc(s1)c2ccn(CCNCc3ccc4OCOc4c3)n2,6.52
ONC(=O)c1ccc(s1)c2ccc(CNCc3ccc4OCOc4c3)cn2,7.3
ONC(=O)c1ccc(s1)c2ccc(CNCCc3ccccc3Cl)cn2,7.1
ONC(=O)c1ccc(s1)c2ccc(CNCCc3cccc4occc34)cn2,7.22
ONC(=O)c1ccc(s1)c2ccc(CCNCc3ccc(F)cc3)cn2,7.05
COc1ccc(cc1)N2N=C(c3nc4ccccc4[nH]3)c5nc6ccccc6n5C2=O,4.97
O=C1N(N=C(c2nc3ccccc3[nH]2)c4nc5ccccc5n14)c6ccccc6,4.13
CN(C)CCN1C(=O)c2cccc3cc(NC(=O)Nc4ccc(Cl)cc4)cc(C1=O)c23,5.62
CN(C)CCN1C(=O)c2cccc3cc(NC(=O)NC(=O)c4ccccc4)cc(C1=O)c23,5.44
CSSCCN1CCN(CC1)C(=O)O[C@H]2C(=O)[C@]3(C)C(O)C[C@H]4OC[C@@]4(OC(=O)C)C3[C@H](OC(=O)c5ccccc5)[C@]6(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C=C(C)C)C(=C2C6(C)C)C,9.0
CCOC(=O)n1c(nc2ccccc12)C3=NN(C(=O)n4c3nc5ccccc45)c6ccc(OC)cc6,4.29
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)C2[C@@H]4OC(=O)c5cccc(C\C=C\CCCCC(=O)N[C@H]([C@@H](O)C(=O)O[C@H]6C[C@]4(O)C(C)(C)C(=C6C)[C@@H](O)C3=O)c7ccccc7)c5,6.46
Brc1ccc(cc1)C2=CC3=CN(C\C=C\4/OC(=O)C(=C4OCc5ccccc5)OCc6ccccc6)C(=O)N=C3O2,4.89
CC(=C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1[C@@H]2OC(=O)O[C@@]23[C@@H](Oc4ccccc4)C5[C@@]6(COC6C[C@H](O)[C@@]5(C)C(=O)[C@H](O)C(=C1C)C3(C)C)OC(=O)C)C,9.3
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,4.3
COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C)NC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)OC(C)(C)C,4.0
Oc1ccc(\C=C\C(=O)OCCc2ccccc2)c(c1O)[N+](=O)[O-],4.54
Cc1cccc2c(Nc3cc(CO)cc(NC(=O)Oc4ccc(cc4)N(CCCl)CCCl)c3)c5ccccc5nc12,5.04
CCOC(=O)Nc1cc(COC(=O)Oc2ccc(cc2)N(CCCl)CCCl)cc(Nc3c4ccccc4nc5ccccc35)c1,4.7
C\C(=C/C[C@H]1C(=C)CC[C@H]2[C@](C)(CO)C[C@H](O)C[C@]12C)\C=C,4.09
CCCCC1Cc2cc(O)ccc2c3c(C=O)c4cc(O)ccc4n13,6.19
CN(C)c1cccc(c1)C(=O)O[C@H]2[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(=O)C)C5=C(C)[C@H](C[C@]2(O)C5(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C=C(C)C)OC(=O)C,9.0
COc1cccc(c1)C(=O)O[C@H]2[C@H]3[C@@](C)([C@@H](O)C[C@H]4OC[C@@]34OC(=O)C)C(=O)[C@H](OC(=O)CCSSC)C5=C(C)[C@H](C[C@]2(O)C5(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C=C(C)C,10.52
COc1cccc(c1)c2cc(O)c3c(ccc4[nH]ccc34)n2,5.7
OCCC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,7.37
[Na+].[Na+].COc1cc(\C=C/Cc2cc(OP(=O)([O-])[O-])c3ccoc3c2)cc(OC)c1OC,6.19
Nc1nc(N)c(CCCCNc2ccc(cc2)C(=O)NC(CCC(=O)O)C(=O)O)c(O)n1,5.3
Cl.CC(C)NC(=N)c1ccc2nc(NC(=O)c3ccccc3Cl)sc2c1,4.8
CC(=O)O[C@@H]1C[C@@H]2[C@@]3(C)CC[C@@H](OC(=O)C)C(C)(C)[C@@H]3CC[C@@]2(C)[C@]4(C)CC[C@@H]([C@@H]14)[C@]5(C)CC[C@@H](O5)C(C)(C)O,4.11
CC1(C)CNC(=O)c2cc3c4ccc(F)cc4CCn3c2C1,4.26
COc1ccc(cc1)C2=C(NC(=O)C)C(=O)c3ccccc3C2=O,5.66
CC(=O)NC1=C(C(=O)c2ccccc2C1=O)c3ccc(Cl)cc3,5.85
CC1(C)CNC(=O)c2cc3c4ccc(cc4CCn3c2C1)[N+](=O)[O-],4.37
COc1ccc2[C@H]([C@H](c3ccccc3)C(C)(C)Oc2c1)c4ccc(OCCCCCCNCCCc5ccccn5)cc4.OC(=O)C(=O)O,4.81
O=C(NC1=C(C(=O)c2ccccc2C1=O)c3ccc4oc5ccccc5c4c3)c6ccccc6,5.22
O=C(NCc1cn(Cc2ccccc2)nn1)C3COC(=N3)c4ccccc4,4.8
Cc1ccc(cc1)N2C(=O)NC3(CSC4=C3C(=O)c5ncccc5C4=O)C2=O,8.7
[O-][N+](=O)c1ccc(cc1)N2C(=O)NC3(CSC4=C3C(=O)c5ncccc5C4=O)C2=O,6.46
[Cl-].C[C@@H]1CC[C@@]2(C)[C@H](C)CCC=C2[C@@]1(C)CC\C(=C\Cn3c[n+](C)c4ncnc(N)c34)\C,4.1
COc1cc(Nc2ncc3c(C)nc(c4cccc(Br)c4)n3n2)cc(OC)c1OC,4.96
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](\C=C(/C)\C(=O)O)C(C)C)C(C)(C)C)C(C)(C)C,8.22
COc1cccc(COc2cccc3c2C(=O)C=CC34Oc5cccc6cccc(O4)c56)c1,5.64
CN1CCN(CC1)c2cnc(N\C=C\3/C(=O)NC(=O)c4ccc(cc34)c5cocc5)cn2,5.89
C[C@@H]1CN(C[C@H](C)N1)c2ccc(N\C=C\3/C(=O)NC(=O)c4ccc(I)cc34)cc2,5.8
COc1ccc(cc1)C2CC(=NN2C3=NC(=C(C#N)C(=O)N3C)c4ccccc4)c5ccccc5,4.75
CC1(C)C(=Nc2ccccc12)\C=C\c3ccc(cc3)[N+](=O)[O-],6.02
CCCCCCCCC#CC1=CN(C\C=C\CN2C(=O)c3ccccc3C2=O)C(=O)NC1=O,4.18
CCCCCC#CC1=CN(C\C=C\CN2C(=O)c3ccccc3C2=O)C(=O)NC1=O,4.36
[O-][N+](=O)c1oc(\C=C(/C#N)\c2nc3cccnc3[nH]2)cc1,5.86
[O-][N+](=O)c1oc(\C=C(/C#N)\c2oc3ccccc3n2)cc1,5.54
OC(NC(=O)Cn1cnc2ccccc12)c3oc(cc3)[N+](=O)[O-],5.27
CCC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4cccc(OC)c4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)C6CCCCC6)C(=C1C5(C)C)C,9.15
CCC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4cccc(c4)N=[N+]=[N-])[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(=C1C5(C)C)C,9.0
COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4cccc(OC)c4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C=C(C)C)C(=C1C5(C)C)C,9.4
O=C(CN1CCCC1)Nc2ccc3c(c2)C(=O)c4cccc5ccnc3c45,4.93
CC1=C(SCCO)C(=O)c2ccccc2C1=O,5.29
[O-][N+](=O)c1ccccc1\C=N\NC(=O)CSc2oc(nn2)c3ccncc3,4.45
FC(F)(F)c1cccc(\C=N\NC(=O)CSc2oc(nn2)c3ccncc3)c1,4.83
Oc1ccc(\C=N\NC(=O)CSc2oc(nn2)c3ccncc3)cc1,4.93
COc1ccc(cc1Br)[C@@H]2CC3(ON2c4ccccc4)[C@@H]5CC[C@@]6(C)C=CC(=O)C(=C6[C@H]5OC3=O)C,4.3
CC1=C2[C@H]3OC(=O)C4(C[C@@H](N(O4)c5ccccc5)c6cc(F)cc(F)c6)[C@@H]3CC[C@@]2(C)C=CC1=O,7.05
C[C@H]1CCC\C(=C/C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c2csc(C)n2)\C)\C,7.916666666666668
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)CCCO,4.15
CC(C)OC(=O)OCOP(=O)(OCOC(=O)OC(C)C)C(Cc1ccc(Cl)c(Cl)c1)P(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,5.71
COc1cc(\C=C(/C(=O)N)\c2cc(\C=C\C(=O)N)cc(OC)c2O)ccc1O,4.0
CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]4OC(=O)[C@@H](CNCc5cn(nn5)c6cc(Cl)c(Cl)cc6Cl)[C@@H]4CC1,4.92
COC(=O)[C@]12CCC(C)(C)C[C@H]1C3=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2,4.78
CCCCCCCCCC\C=C\C=C\C(=O)[C@@H]1COC(C)(C)N1C(=O)OC(C)(C)C,5.35
C[C@H](O)CCC1=C(C)C[C@H](CC1(C)C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,5.6
CC1=CC[C@H]2[C@H](CC[C@]2(C)O)C(C)(C)[C@@H]1CC[C@@H]3[C@](C)(O)CC[C@@H]4OC(C)(C)[C@H](CC[C@@]34C)OC(=O)c5cccc(c5)[N+](=O)[O-],4.44
CC\N=C\c1c(O)c(O)c(C(C)C)c2cc(C)c(c(O)c12)c3c(C)cc4c(C(C)C)c(O)c(O)c(\C=N\CC)c4c3O,6.170000000000001
CC[C@H](C)C[C@@H](C)\C=C\CC[C@H](O)[C@H](Cc1ccc(O)cc1)NC,5.446666666666666
COc1ccc(cc1OC)C2SCC(=O)N2c3ccc(O)cc3,5.59
CC[C@@H](C)C[C@@H](C)\C=C\CC[C@@H](O)[C@@H](Cc1ccc(O)cc1)NC,5.6000000000000005
CC[C@@H](C)C[C@@H](C)\C=C\CC[C@@H](O)[C@H](Cc1ccc(O)cc1)NC,5.808
CO[C@H]1C[C@H](C)CC2=C(NCCO[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)C(=O)C=C(NC(=O)\C(=C\C=C/C(OC)[C@@H](OC(=O)N)\C(=C\C(C)[C@H]1O)\C)\C)C2=O,6.12
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5cn(CCCC(=O)NO)nn5,4.66
Cc1onc(NS(=O)(=O)c2ccc(cc2)\N=C\C3=C(Cl)c4ccccc4OC3=O)c1,7.92
NC1CCC(CC1)Nc2nc(NCc3ccc(nc3)c4occc4)c5ncn(C6CCCC6)c5n2,7.48
CC[C@@H](C)C[C@H](C)\C=C\CC[C@@H](O)[C@H](Cc1ccc(O)cc1)NC,5.496666666666667
[Br-].Cc1[n+](ccn1Cc2oc3ccccc3c2)C(C(=O)c4ccccc4)c5ccccc5,5.17
NC1CCC(CC1)Nc2nc(NCc3ccc(cc3)n4cccn4)c5ncn(C6CCCC6)c5n2,6.86
Cc1ccc2OC(=O)C(=C(Cl)c2c1)\C=N\c3ccc(cc3)S(=O)(=O)Nc4nccs4,7.48
ClC1=C(\C=N\c2ccc(cc2)S(=O)(=O)Nc3nccs3)C(=O)Oc4ccccc14,6.8
C[C@@H]1[C@@H](OC(=O)c2ccccc2)[C@@]3(OC4(O[C@@H]3[C@@H]5[C@H](O)[C@](O)(CO)[C@@H](O)[C@@]6(O)[C@@H](C=C(C)C6=O)[C@@]15O4)c7ccccc7)C(=C)C,6.43
C[C@@H]1O[C@H](CC[C@H]1N)OCC#Cc2c(sc3ccccc23)c4ccccc4,5.18
Clc1cc(Cl)c(Oc2cccc(CC3=CN4C=C(Br)C=CC4=NC3=O)c2)nc1Cl,5.01
COc1ccccc1Nc2nc(SCc3cn(CC(=O)NC(=O)Nc4ccccn4)nn3)nc(c5ccc(C)cc5)c2C#N,4.71
CN(C)CCCOc1ccc(cc1)C(=O)C2[C@@H]([C@H](NC23C(=O)Nc4ccccc34)c5ccccc5)c6ccccc6,5.02
C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)OCC#Cc2c(sc3ccccc23)c4ccccc4,5.15
C[C@@H]1O[C@H](C[C@H](N)[C@H]1O)OCC#Cc2c(c3ccccc3)n(c4ccccc24)S(=O)(=O)c5ccc(C)cc5,5.33
Cl.ClCCN(CCCl)c1ccc(NC(=O)Nc2cccc(c2)C(=O)NCCN3CCCCC3)cc1,5.93
CCC[C@H](C)OC(=O)\C=C\c1ccc(O)c(O)c1,4.85
CCCCC[C@H](C)OC(=O)\C=C\c1ccc(O)c(O)c1,4.97
CCCCCCC[C@H](C)OC(=O)\C=C\c1ccc(O)c(O)c1,5.5
CC(=O)O[C@@H]([C@@H]1[C@H](COC1=O)C(=O)c2ccc3OCOc3c2)c4ccc5OCOc5c4,4.77
N(c1ccc2nc([nH]c2c1)c3ccccc3)c4ccnc5ccccc45,5.34
Clc1ccccc1c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2,4.71
COc1ccc(CNc2nc(NC3CCN(CC3)S(=O)(=O)C)ncc2Cl)cc1,4.19
Clc1ccc(cc1)c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2,5.5
FC(F)(F)c1ccccc1c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2,4.29
FC(F)(F)c1ccc(cc1)c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2,4.72
Clc1cccc(Cl)c1c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2,4.61
Clc1ccc(cc1Cl)c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2,5.92
COc1cccc(Nc2nccc(NC3CCN(CC3)S(=O)(=O)C)n2)c1,4.14
COc1ccc(cc1)C2=NN(C(C2)c3cccs3)c4nc(cs4)c5ccc(OC)cc5,4.79
Cc1ccc(cc1)c2cc(nn2c3ccc4ccccc4n3)C(=O)N5CCN(CC5)c6ccncc6,5.33
CCOc1c2ccccc2c3C(=O)N(CCN(C)C)C(=O)c4cccc1c34,7.1000000000000005
COc1ccc(Nc2nc(N)n(n2)C(=O)c3cc(OC)c(OC)c(OC)c3)cc1,6.58
O[C@H]1C=CC(=O)[C@]23O[C@]12[C@@H](O)[C@H]4O[C@H]4C35Oc6cccc7cccc(O5)c67,5.82
CN(C)c1cccc(c1)C2=CC(=O)c3cc(N)ccc3O2,4.89
COc1cc(cc(OC)c1OC)c2ncoc2c3ccc(OC)c4ncn(CCCO)c34,6.3
CCCOc1ccc2C(=O)N(CCN(C)C)C(=O)c3c4ccccc4cc1c23,6.9433333333333325
CN1CCC(CC1)Oc2ccc(cc2)c3cccc(NC(=O)c4ccc(Cl)cc4)c3,5.65
CCOC(=O)\C=C\c1ccc(O)c(c1)\C(=C\c2ccc(OC(=O)C)cc2)\C(=O)OCC,5.093333333333333
CCCCCCCCCC\C=C\C=C\C(=O)[C@H](CO)NC(=O)Cc1ccccc1,5.18
Oc1cccc(c1)[C@H]2N3[C@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccc(Cl)cc6,4.39
Oc1cccc(c1)[C@H]2N3[C@H](Cc4c2[nH]c5ccccc45)C(=O)N(Cc6ccc(Br)cc6)C3=O,4.55
CN1CCN(CCCNc2cccc(c2)c3oc(cn3)c4cccc(c4)c5oc(nc5)c6cccc(NCCCN7CCN(C)CC7)c6)CC1,6.0
CN1CCC(CC1)Oc2ccc(cc2)c3cccc(NC(=O)c4ccccc4)c3,4.92
COC(=O)[C@]12CCC(C)(C)C[C@H]1C3=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2,4.605
COC(=O)[C@]12CCC(C)(C)C[C@H]1C3=C(O)C(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2,5.03
CC1=CC[C@H]2[C@@H]1CC=C(C)[C@@H](CC[C@@H]3[C@](C)(O)CC[C@@H]4OC(C)(C)[C@H](CC[C@@]34C)OC(=O)c5ccccc5)C2(C)C,4.64
Oc1ccc(C=C2c3ccccc3C(=O)c4ccccc24)cc1O,7.4
CCC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)C2[C@H](OC(=O)c4cccc(OC)c4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)[C@H]6CC6(C)C)C(=C1C5(C)C)C,9.02
COc1ccc(cc1)\C(=C(\C#N)/c2ccccc2)\c3ccc(O)cc3,8.595
COc1cc(cc(OC)c1OC)c2ncoc2c3ccc(OC)c4ncn(C)c34,7.39
O=C1Oc2cc(OCCN3CCCCC3)ccc2C(=C1c4ccc(OCCN5CCCCC5)cc4)c6ccccc6,5.18
Cc1c(F)ccc2c1NC(=O)C2(C3CCCCCC3)c4ccc(O)cc4,7.7
Oc1ccc(cc1)C2(C(=O)Nc3c(F)c(F)ccc23)c4cccnc4,7.2
COc1ccc2c(NC(=O)C2(C3CCCC3)c4ccc(O)cc4)c1C,9.0
Oc1ccc(cc1)C2(C(=O)Nc3c(F)c(F)ccc23)c4cccs4,7.09
Cc1cc(C)c2NC(=O)C(c3ccc(O)cc3)(c4ccc(F)cc4)c2c1,7.4
CCCOc1ccc(cc1)C2(C(=O)Nc3c(F)c(F)ccc23)c4ccc(O)cc4,6.45
Oc1ccc(cc1)C2(C3CCCCCC3)C(=O)Nc4c(cccc24)C(F)(F)F,8.01
CCCOC1(C=CC(=O)C=C1)c2nc3ccccc3s2,6.51
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,6.065
OCCNC1=C(F)C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,5.24
COC1=C(OC)C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,5.22
COc1ccc(\C=C\c2cc(OC)c(OC)c(OC)c2)cc1,7.166666666666668
CN(C)CCN1C(=O)c2ccc(I)c3cc4ccccc4c(C1=O)c23,7.826666666666667
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,6.95
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccc(O)c3)c4ccc(OCCN5CCCC5)cc4,9.22
Cc1cc(NC2=NN(C(=O)c3ccccc23)c4ccc(cc4)C(C)(C)C)n[nH]1,6.11
CCN(CC)CCOc1ccc(cc1)C(=C(C#N)c2ccccc2)c3ccc(OCCN(CC)CC)cc3,9.55
Cc1ccc(cc1)\C(=C(/C#N)\c2ccc(O)cc2)\c3ccc(O)cc3,8.71
N#CC(=C(c1ccccc1)c2ccccc2)c3ccccc3,7.55
Oc1ccc(cc1)\C(=C(\C#N)/c2ccccc2)\c3ccccc3,9.4
COc1ccc(cc1O)[C@@H]2[C@H](C(=O)N2c3cc(OC)c(OC)c(OC)c3)c4ccc(N)cc4,8.35
COc1ccc(cc1N)[C@@H]2[C@H](C(=O)N2c3cc(OC)c(OC)c(OC)c3)c4ccc(N)cc4,7.51
CC(C)Oc1ccc(cc1)\C(=C(\C#N)/c2ccccc2)\c3ccc(O)cc3,8.605
Oc1ccc(cc1)\C(=C(/c2ccccc2)\c3ccc(O)cc3)\C#N,10.2
CCOC(=O)C1=CC2C(C(=O)c3cccnc3C2=O)C(=N1)c4ccc(OC)cc4,5.82
FC1=C(N2CCOCC2)C(=O)c3c(F)c(F)c(F)c(F)c3C1=O,5.24
OCCN(CCO)C1=C(F)C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,5.12
COC1=C(F)C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,4.58
COc1ccc(cc1)\C(=C(/C#N)\c2ccccc2)\c3ccc(O)cc3,8.265
CCCCC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C(F)(F)F)C(=C1C5(C)C)C,9.15
CCCCC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C=C(C)C)C(=C1C5(C)C)C,8.41
COc1cccc2c1C(=O)C=CC23OCCCO3,5.36
CC(C)OC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1,4.79
CC[C@H](C)C[C@H](C)\C=C\CC[C@@H](O)[C@@H](Cc1ccccc1)NC,5.466666666666666
Oc1ccnc2C(=O)c3nccc(c4ccccc4[N+](=O)[O-])c3C(=O)c12,5.41
CCN(CC)CCOc1ccc(cc1)\C(=C(\C#N)/c2ccccc2)\c3ccc(O)cc3,9.52
Oc1ccc(cc1)C(=C(c2ccccc2)c3ccccc3)C#N,9.26
CC(C)Oc1ccc(cc1)\C(=C(/C#N)\c2ccccc2)\c3ccc(O)cc3,8.335
