Smiles,pChEMBL Value
Cl.CN1CCN(CCCNC2=NC3=C(C(=N)N2c4ccccc4)C(=S)N(C(=S)N3c5ccccc5)c6ccccc6)CC1,5.24
CCSc1ccc2C(=O)N(CCN(C)C)C(=O)c3cccc1c23,5.3599999999999985
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]4[C@H]5[C@@H](CC[C@@]5(CC[C@@]34C)[C@@H]6OC(=O)C=C6NC7CC7)C(=C)C)C1(C)C,5.4
C=CCSc1oc(nn1)c2ccc(Nc3ccccc3c4oc(SCC=C)nn4)cc2,5.98
Cc1ccc(\C=N\c2nnc(SCc3c[se]c(n3)c4ccccc4)s2)cc1,5.12
CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]56OC(=O)O[C@H]5[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c7ccccn7)C(=C([C@@H](OC(=O)N(C)C)C(=O)[C@]13C)C6(C)C)C,7.84
COC1=CC(=O)c2c3O[C@H](C)[C@](C)(CCC4C(=C)CCCC4(C)C)c3c(O)cc2C1=O,4.73
[O-][N+](=O)c1ccc2sc(nc2c1)N3C(=Nc4sc5CCCCc5c4C3=O)\C=C\c6ccccc6,5.91
COC(=O)[C@@H](Cc1ccccc1)NC(=O)C(c2ccccc2)(c3ccccc3)c4ccccc4,5.1
COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4cccc(OC)c4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C=C(F)F)C(=C1C5(C)C)C,9.705
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C=C(F)F)C(=C([C@@H](OC(=O)C6CC6)C3=O)C5(C)C)C,9.07
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C=C(F)F)C(=C1C5(C)C)C,9.51
COc1ccc(cc1)c2noc(n2)[C@H]3CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]34C,5.25
COc1ccc(cc1c2cnc(OCCCCC=C)n2C)C(F)(F)F,4.21
O=C(NCCCCCCS(=O)(=O)N(OCCN1CCOCC1)C2CCC2)NCc3cccnc3,7.96
C[C@H]1CCC[C@@H]2N=C(O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c3csc(C)n3)\C)c4ccc(C)cc4,8.72
CCCCC\C=C/C\C=C/CCCCCCCC(=O)C[C@@H](O)COC(=O)c1ccncc1,4.7
Oc1ccc2c(CCc3ccc(O)c(Oc4ccc(CCc5cccc(O)c25)cc4)c3)c1,4.46
NC(=N)N\N=C(\C=C\c1ccccc1)/c2ccc(Cl)c(Cl)c2,5.72
CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCN(C)C)cc2)\c3ccccc3,6.52
Nc1c(F)cc(cc1F)C2=CC(=O)c3c(N)c(F)cc(F)c3O2,7.725
CN(C)CCOc1ccc2C(=O)N(CCN(C)C)C(=O)c3c4ccccc4cc1c23,8.290000000000001
COC1=C(C)C(=O)C2=C([C@H](CNC(=O)CNC(=O)c3ccccc3)N4[C@@H](C2)[C@@H]5N(C)[C@@H](CC6=C5C(=O)C(=C(C)C6=O)OC)[C@@H]4C#N)C1=O,7.4
COC1=C(C)C(=O)C2=C([C@H](CNC(=O)c3cc(OC)c(OC)c(OC)c3)N4[C@@H](C2)[C@@H]5N(C)[C@@H](CC6=C5C(=O)C(=C(C)C6=O)OC)[C@@H]4C#N)C1=O,8.95
Oc1ccc2[nH]c(cc2c1)C(=O)c3cc4c(Nc5ccc(F)c(Cl)c5)ncnc4s3,5.38
COC1=C(C)C(=O)C2=C([C@H](CNC(=O)c3cnccn3)N4[C@@H](C2)[C@@H]5N(C)[C@@H](CC6=C5C(=O)C(=C(C)C6=O)OC)[C@@H]4C#N)C1=O,8.51
CN1C(=O)[C@@]23Cc4ccc(cc4N2C(=O)[C@@]1(CO)SS3)[N+](=O)[O-],5.7
COc1c(C)cnc(CN2CC(=O)N(CCN3CCCC3)c4c(Cl)nc(N)nc24)c1C,5.88
Sc1oc(nn1)c2ccc(Nc3ccccc3c4oc(S)nn4)cc2,5.7
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]4[C@H]5[C@@H](CC[C@@]5(CC[C@@]34C)[C@H](O)\C=C/CO)C(=C)C)C1(C)C,4.71
COc1c(C)cnc(CN2CC(=Nc3c(Cl)nc(N)nc23)OC4CCCC4)c1C,7.4
Cl.Cl.CC(C)NC(=N)c1ccc2nc(Nc3cccc(C)n3)sc2c1,5.52
Cl.Cl.CC(C)NC(=N)c1ccc2nc(Nc3ccccc3)sc2c1,5.22
NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,5.17
NC1CCC(CC1)Nc2nc(NCc3ccc(cc3)c4cocc4)c5ncn(C6CCCC6)c5n2,6.61
CC1(C)C(=Nc2ccccc12)\C=C\c3ccccc3[N+](=O)[O-],5.76
COc1ccc(\C=C\C2=Nc3ccccc3C2(C)C)cc1OC,4.92
Brc1ccc(cc1)C2NNCc3nc4ccccc4n23,7.26
Clc1ccc(cc1)C2NNCc3nc4ccccc4n23,7.26
Oc1ccccc1C2NNCc3nc4ccccc4n23,7.23
Oc1cccc(c1)C2NNCc3nc4ccccc4n23,7.08
COc1ccc(cc1)C2NNCc3nc4ccccc4n23,7.19
[O-][N+](=O)c1cccc(c1)C2NNCc3nc4ccccc4n23,7.15
COc1ccc(O)c(c1)C(=O)NCC(C)(C)CC2=C(O)C(=O)c3ccccc3C2=O,4.4
Clc1cccc(c1)N2CCN(CC(=O)N3CCN(CC3)c4nnc(c5ccccc5)c(n4)c6ccccc6)CC2,4.25
[O-][N+](=O)c1ccc(cc1)c2csc3ncnc(N4CCN(CC4)c5ccc(Cl)cc5)c23,7.26
[O-][N+](=O)c1ccc(cc1)c2csc3ncnc(NCc4ccccc4)c23,7.5
COC(=O)C1(C(=O)C(=C(C1=O)c2c[nH]c3ccccc23)OC)c4c[nH]c5ccccc45,4.6
COc1cc(cc(OC)c1OC)[C@H]2C[C@H]2\C=C\c3ccccc3,5.19
COc1ccc(C(=O)Nc2ccc(OCCN3CCCCC3)c(Cl)c2)c(c1O)c4cccc(O)c4,5.57
C[C@]12C[C@@H]([C@@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O)N5CCN(CC5)C(=O)[C@@H]6CCCN6C(=O)c7ccc8ccccc8n7,6.0
Clc1ccc2C(=O)C(=COc2c1)CSC(=S)N3CCCC3,6.22
Clc1ccc(cc1)c2csc3ncnc(NN4C(=O)c5ccccc5C4=O)c23,7.41
NC(=N)N\N=C(\C=C\c1ccccc1Cl)/c2ccccc2,5.38
NC(=N)N\N=C(\C=C\c1ccccc1Br)/c2ccccc2,5.38
C[C@@H]1O[C@H]([C@H](O)[C@H](O)[C@H]1O)N2C(=O)\C(=C\3/Nc4ccc(Cl)cc4C3=O)\c5ccccc25,5.16
Cc1ccc(cc1)\C(=N/NC(=N)N)\C=C\c2ccccc2,4.85
CC1=Nc2ccc(C)cc2C(=O)N1NC(=O)C3=C(N)N(Cc4ccccc4)C(=S)S3,5.0
COC(=O)c1ncn(CC=C2OC(=O)C(=C2OCc3ccccc3)OCc4ccccc4)n1,4.27
COc1ccc(cc1)C2C(=C(Oc3nc(Nc4ccc(cc4)S(=O)(=O)N)sc23)\N=C\c5ccc(Cl)cc5Cl)C#N,4.63
NP(=O)(O)C(c1ccc(Cl)cc1)P(=O)(N)O,4.15
COc1ccccc1c2ccc(CNc3nc(NC4CCC(N)CC4)nc5c3ncn5C6CCCC6)cn2,7.09
C[C@@H]1CC[C@@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O,5.385
C\C=C(\C)/C(=O)OC(CC(O)C(C)(C)O)C(=C)[C@@H]1[C@H](OC(=O)C)[C@H](OC(=O)\C(=C/C)\C)[C@]2(C)O[C@@H]2[C@H]1OC(=O)\C(=C/C)\C,4.1
COc1cc(Sc2c([nH]c3cccc(F)c23)c4ccccc4)cc(OC)c1OC,7.1
COc1ccc(cc1OC)c2ccccc2C(=O)\C=C\c3ccc(Br)cc3,5.08
COc1ccc(\C=C\C(=O)c2ccccc2c3ccc(F)cc3)cc1,6.545
COc1ccc(cc1)C(=O)\C=C\c2ccccc2c3ccc(F)nc3,4.89
COc1ccc(cc1OC)C(=O)\C=C\c2ccccc2c3ccc(F)nc3,4.39
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](OC(=O)C)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.96
COc1ccc(c(c1)\N=N\c2cc(OC)ccc2[C@@]34C[C@H]5[C@H]6CO[C@@H]3C[C@H]6\C(=C\C)\CN5C4=O)[C@@]78C[C@H]9[C@H]%10CO[C@@H]7C[C@H]%10\C(=C\C)\CN9C8=O,4.42
CCn1c2ccncc2c3cc(ccc13)C(=O)c4ccc(cc4)S(=O)(=O)C,5.48
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4cccc5ccccc45)c6ccc(O)cc6,5.33
CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,8.4
C[C@@H](COc1ccc(cc1)[C@H]2[C@H](CCc3cc(O)ccc23)c4ccccc4)N5CCCC5,10.15
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ncc(Br)cc23)c1C,4.56
Cl.OCC1(CSC2=C1C(=O)c3ccccc3C2=O)NC(=O)CNc4ccc(Cl)cc4,5.67
OC(CN1CCN(CC1)c2cccc(Cl)c2Cl)c3ccc(Br)cc3,5.97
Nc1nc(c2cc3c(ccc4ccccc34)nc2Cl)c5ccc6c7cc(Cl)ccc7[nH]c6c5n1,4.49
COc1cc2c(Nc3cnc(NC(=O)c4cccc(Cl)c4)nc3)ncnc2cc1OCCCN5CCCCC5,7.62
CCOc1nc2c(CCc3c2[nH]c4ccccc34)c(c5cc6c(ccc7ccccc67)nc5Cl)c1C#N,4.33
CN1CCC(Cc2cccc(CNC3(CCCC3)c4ccc(F)cc4)c2)CC1,5.66
CN1CCN(CC1)NC(=O)Nc2cccc3c4n[nH]c(c5sc(C)nc5C)c4C(=O)c23,7.64
Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccccc2Cl,4.75
Cc1cc(NC(=O)C(=O)c2cn(Cc3cccs3)c4ccccc24)sn1,5.92
Clc1ccc(Cn2cc(C(=O)C(=O)Nc3ccncc3)c4ccccc24)cc1,5.27
COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(Cc4cccc(Cl)c4)CCc5cc6OCOc6c(OC)c35,4.34
CN[C@H](Cc1ccc(O)cc1)[C@H](O)CC\C=C\[C@@H](C)C[C@@H](C)C(=O)NC(c2ccccc2)c3ccccc3,4.706666666666667
CC(C)c1ccc(\C=C\C(=O)OCCn2c(C)ncc2[N+](=O)[O-])cc1,5.3
Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2cccc(c2)[N+](=O)[O-],5.25
CN(C)c1ccc(c(C)c1)c2nc3CCC[C@@H](O)c3s2,6.14
OC1CCCc2nc(sc12)c3ccc(cc3)N4CCCC4,5.06
CN(C)c1ccc(cc1)c2nc3CNCC(O)c3s2,5.8
Cc1ccc(cc1C)C2=NN(C(C2)c3ccccc3Cl)C(=S)N,5.74
CCc1cc([C@@H]2CC(=O)N2c3ccc4OCOc4c3)c(O)cc1O,4.51
Oc1ccc(cc1)C(CC(=O)c2ccccc2)Sc3ccccc3,4.72
O=C(CC(Sc1ccccc1)c2ccccc2)c3ccc4ccccc4c3,4.52
Clc1cccc(c1)C(=O)CC(Sc2ccccc2)c3ccccc3,4.54
COc1ccc(C=C2c3ccccc3C(=O)c4ccccc24)c(OC)c1O,5.73
CCC(CO)Nc1nc(NCc2ccccc2)c3nc(C)n(C(C)C)c3n1,4.03
COCc1c(F)c(N)c2C(=O)C=C(Oc2c1F)c3ccc(N)c(F)c3,7.34
CCOC(=O)c1[nH]c2ccc(Cl)cc2c1Cc3cc(OC)c(OC)c(OC)c3,6.64
CCOC(=O)c1[nH]c2ccc(Br)cc2c1Cc3cc(O)c(OC)c(OC)c3,7.0
COC(=O)c1[nH]c2ccc(OC)cc2c1Sc3cc(O)c(OC)c(OC)c3,7.89
CCOC(=O)c1[nH]c2ccc(OC)cc2c1C(=O)c3cc(O)c(OC)c(OC)c3,7.05
Cl.CCN(CC)CCNCc1nccc2c3ccccc3n(CCCc4ccccc4)c12,4.59
CC(C)C(NC(=O)n1nnc2ccccc12)C(=O)NC3CCCC3,4.1
Cc1cc(O)c(C(=O)\C=C\c2cccc3ccccc23)c(c4ccccc4)c1C(=O)\C=C\c5cccc6ccccc56,4.52
CCC(CO)Nc1nc(NCc2ccccc2)c3nc(N)n(C(C)C)c3n1,4.22
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]4[C@H]5[C@@H](CC[C@@]5(CC[C@@]34C)C(=O)[C@H]6CCOC6=O)C(=C)C)C1(C)C,5.11
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]4[C@H]5[C@@H](CC[C@@]5(CC[C@@]34C)[C@H](O)[C@H]6CCOC6=O)C(=C)C)C1(C)C,4.93
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)c3nccs3)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,10.3
CCOC(=O)c1[nH]c2ccccc2c1C(=O)c3cc(OC)c(OC)c(OC)c3,7.1
COc1cc(cc(OC)c1OC)C(=O)c2c[nH]c3ccc(Cl)cc23,7.28
Clc1ccc(OCCCCCN2C(=O)CN(/C/2=N/C#N)c3ccncc3)cc1,5.27
C[C@@H](CCl)NC(=O)Nc1ccc2Cc3ccccc3c2c1,4.54
COc1ccc(cc1)N2C(=O)NC3(CSC4=C3C(=O)c5ncccc5C4=O)C2=O,7.3
CCCCc1ccc(cc1)N2C(=O)NC3(CSC4=C3C(=O)c5ncccc5C4=O)C2=O,7.16
Oc1cc2CCCCCCCCCCCCCCc3cc(O)c(Oc(c1)c2)c(O)c3,4.49
CN1C(=O)c2ccccc2c3ccc4cccnc4c13,4.78
CC\C(=C(/c1ccc(I)cc1)\c2ccc(OCCCN3CCCC3)cc2)\c4ccccc4,5.35
Cc1ccc(NS(=O)(=O)c2cc(Cl)sc2Cl)cc1,4.18
O=C(CCN1CCCC1)Nc2ccc3c(c4ccccc4)c5ccc(NC(=O)CCN6CCCC6)cc5cc3c2,4.58
Nc1ccnc2C(=O)c3nccc4c5ccccc5nc(c12)c34,7.05
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,4.44
CCCCCC(=O)OCc1c(F)c(N)c2C(=O)C=C(Oc2c1F)c3ccc(N)c(F)c3,6.8
NC(=N)N\N=C(\C=C\c1cccc(F)c1)/c2ccccc2,4.8
CN(C)CCC(=O)OCc1c(F)c(N)c2C(=O)C=C(Oc2c1F)c3ccc(N)c(F)c3,7.72
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5OCC2,7.92
Brc1cc(Br)c2N(CCC[Se]C#N)C(=O)C(=O)c2c1,5.78
ClCCCCN1C(=O)C(=O)c2cc(Br)cc(Br)c12,4.83
COc1ccc(OC)c(\C=C/2\C(=O)Nc3ccccc23)c1,5.11
COc1cccc(\C=C/2\C(=O)Nc3cc(OC)ccc23)c1,5.89
CC1(C)[C@@H](O)CC[C@@]2(C)C3CC[C@@H]4[C@@H](O)[C@@]3([C@H](O)C[C@H]12)C(=O)C4=C,5.24
Cl.NC(=N)c1ccc2nc(\C=C/c3ccccc3)[nH]c2c1,4.44
Cl.CC(C)NC(=N)c1ccc2nc(\C=C\c3ccccc3Cl)[nH]c2c1,4.8
Cl.C1CN=C(N1)c2ccc3nc(\C=C\c4ccccc4)[nH]c3c2,5.16
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c(oc2c1)c4ccc5c(ccn5C)c4,7.38
Cl.Clc1ccccc1\C=C/c2nc3ccc(cc3[nH]2)C(=N)NN4CCOCC4,4.85
Cl.Clc1ccccc1\C=C/c2nc3ccc(cc3[nH]2)C4=NCCN4,4.64
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c(oc2c1O)c4cccs4,9.3
CCCCc1ccc2[nH]c(c3ccc(cc3)C(F)(F)F)c(\C=N\NC(=O)c4ccccn4)c2c1,6.51
Nc1ccc(cc1)C2=CC(=O)c3c(N)c(F)ccc3O2,7.625
Cc1cc(ccc1N)c2nc3cc(O)ccc3s2,4.1
NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]3c4ncc(Br)cc4CCc5cc(Cl)cc(Br)c35)CC1,7.3
COc1ccc(CNc2nc(NCc3ccc(OC)cc3)n4ncc(Br)c4n2)cc1,4.45
Nc1cc(nc2nc(c3ccccc3)c(cc12)c4ccccc4)N5CCCC5,5.39
CCCCCCCCCCCCCCCNC(=O)C1=CN2[C@@H](C)COc3c(N4CCN(C)CC4)c(F)cc(C1=O)c23,4.82
CN1C(=O)C(=Nc2ccccc12)COc3ccccc3Cc4ccccc4,5.09
C[C@@H]1[C@H](OC(=O)c2ccccc2)OC(=O)[C@]1(C)C(=O)C,5.52
Cc1c(F)c(N)c2C(=O)C=C(Oc2c1F)c3ccc(N)c(F)c3,7.89
CC(=O)O[C@H]1CCC(C)(C)[C@H]2[C@H](O)[C@@]3(O)OC[C@@]12C4=C[C@H](O)[C@@H]5C[C@]34[C@H](O)C5=C,5.52
Oc1ccccc1c2nc3ccccc3[nH]2,4.79
CCN(CC)COc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\Cc3ccccc3,4.72
CCN(CC)COc1ccc(C\C(=C(\CC)/c2ccccc2)\c3ccccc3)cc1,4.24
COc1cccc(c1)c2cc(ccc2OC)C(=O)NC3=Cc4ccc(OC5CC(C)(C)C[C@@H](O)[C@H]5O)c(OC)c4OC3=O,5.81
O=C1OC(CC=C1)\C=C\c2ccccc2,5.46
COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@H]4[C@@]3(C)CC[C@H]5[C@](C)(COC(=O)C)[C@@H](O)C[C@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@]45C)[C@H]2C1,6.3
CCC(CO)Nc1nc(NCc2ccc(O)cc2)c3ncn(C(C)C)c3n1,5.11
CC[C@H](CCl)NC(=O)Nc1ccc(I)cc1,4.28
CCN(CC)c1ccc(cc1)C2=CC(=O)c3c(N)cccc3O2,8.35
CC(C)C(CO)Nc1nc(NCc2cccc(O)c2)c3ncn(C(C)C)c3n1,4.83
CCC1(O)CC(=O)OCC2=C1C=C3N(Cc4cc5cc(OC)c(F)cc5nc34)C2=O,8.66
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)C5=CCNCC5,9.05
Oc1ccc2nc(sc2c1)c3ccc(O)c(O)c3,4.75
Oc1ccccc1C(=O)N[C@@H](Cc2ccccc2)C(=O)OC[C@@H](Cc3ccccc3)NC(=O)c4ccccc4,4.37
Oc1cccc(c1)C(=O)N[C@H](Cc2ccccc2)C(=O)OC[C@H](Cc3ccccc3)NC(=O)c4ccccc4,4.37
Oc1ccc(CC(=O)N[C@H](Cc2ccccc2)C(=O)OC[C@@H](Cc3ccccc3)NC(=O)c4ccccc4)cc1,4.28
COC1=C(C)C(=O)C2=C([C@H](CNC(=O)c3ccc4OCOc4c3)N5[C@@H](C2)[C@@H]6N(C)[C@@H](CC7=C6C(=O)C(=C(C)C7=O)OC)[C@@H]5C#N)C1=O,8.32
CCC(C)C1NC(=O)N(C2CCCC2)C1=O,4.17
C[S+](C)CCC(=O)Nc1cc(c2nc3cc(ccc3[nH]2)C(=O)Nc4ccc(cc4)N(CCCl)CCCl)n(C)c1.Cc5ccc(cc5)S(=O)(=O)O.Cc6ccc(cc6)S(=O)(=O)[O-],6.15
C\C=C\C(NC(=O)OC(C)(C)C)C(O)C(=O)OC1CC2(O)C(OC(=O)C3CCCCC3)C4C(C)(C(O)CC5OCC45OC(=O)C)C(=O)C(OC(=O)C)C(=C1C)C2(C)C,8.49
CCN(CC)CCOc1ccc(cc1)\C(=C/C(C)C)\c2ccc(O)cc2,5.62
CCCCCCCCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,6.0
Clc1ccc(cc1)S(=O)(=O)NC(=O)c2cccnc2Cl,4.99
Cc1ccc(C(=O)NS(=O)(=O)c2ccccc2)c(Cl)n1,4.87
Cc1ccc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)c(Cl)n1,5.71
Oc1ccc(cc1)c2cc(cc(n2)c3ccccc3O)c4ccccc4,5.85
CC(C)C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1[C@@H]2OC(=O)O[C@@]23[C@@H](Oc4ccccc4)C5[C@@]6(COC6C[C@H](O)[C@@]5(C)C(=O)[C@H](OC(=O)C7CC7)C(=C1C)C3(C)C)OC(=O)C,9.15
CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(=C\C=C/[C@H](OC)[C@@H](OC(=O)N)\C(=C\[C@H](C)[C@H]1O)\C)\C)C2=O,7.605
Oc1cc(CN\C=C\2/C(=O)NC(=O)c3ccc(I)cc23)ccc1c4ccncc4,5.82
COc1c(O)cc2C(=O)O[C@H](C)Cc2c1CC=C(C)C,5.4
COc1cccc(c1)C(=O)NC2=Cc3cnc(NCCN(C)C)cc3N(C)C2=O,4.36
OC1(CS\C(=N/c2ccc(cc2)C(F)(F)F)\N1CCc3ccccn3)C(F)(F)F,4.6
COc1ccc(\C=C/c2ccc(OC)c(OC)c2)cc1,5.62
CO[C@@H]1[C@@H](N)[C@@H](O)[C@H](Oc2ccc3C=C(NC(=O)c4ccccc4)C(=O)Oc3c2C)OC1(C)C,5.09
CCCNc1cc2N(C)C(=O)C(=Cc2cn1)NC(=O)c3cccc(c3)c4ccccc4,5.22
CC(C)\N=C(\N)/c1ccc(NC(=O)c2sc3cc(C)ccc3c2Cl)cc1,5.46
COc1cc(cc(OC)c1OC)c2nc3ccc(cc3[nH]2)c4nc5ccc(cc5[nH]4)N6CCN(C)CC6,4.78
CC(C)C(=O)O[C@H]1C[C@@H]2[C@@](C)(C\C=C(/C)\C=C)[C@@H](C)CCC23[C@@H](OC(=O)C)O[C@@H](OC(=O)C)C3=C1,5.96
COC(=O)c1ccc(NC(=O)c2sc3cc(ccc3c2Cl)C(=N)NC(C)C)cc1,5.63
COc1cccc(c1)C(=O)O[C@H]2[C@H]3[C@@](C)([C@@H](O)C[C@H]4OC[C@@]34OC(=O)C)C(=O)[C@H](OC(=O)C)C5=C(C)[C@H](C[C@]2(O)C5(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C=C(C)C,9.633333333333333
COc1cc2ncnc(Nc3cccc(c3)C(F)(F)F)c2cc1OCCCSc4nc5ccccc5s4,5.39
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCSc4oc5ccccc5n4,5.39
C[C@H]1OC2=C(C(=O)c3ccccc3C2=O)C1(C)C,5.24
CCCCc1nc(Cl)c(CO)n1CCCOc2cc3c(Nc4ccc(Br)cc4CC)ncnc3cc2OC,4.98
CC(=O)O[C@@H]1C(=C)[C@@H]2[C@@H](O)[C@H](O)[C@H]3[C@]4(C)CCCC(C)(C)[C@H]4CC(=O)[C@]13[C@@H]2O,5.41
C[C@@H]1O[C@@H](OC[C@@H]2[C@H](C[C@H](O)[C@@]3(C)[C@H]2CC[C@]4(C)[C@@H]3CC=C5[C@H]6C[C@@](C)(CC[C@]6(C)CC[C@@]45C)C(=O)O)OC(=O)C)[C@H](O)[C@H](OC(=O)C)[C@H]1OC(=O)C,5.82
COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@H]4[C@@]3(C)CC[C@H]5[C@](C)(COC(=O)C)[C@@H](O)C[C@H](O)[C@]45C)[C@H]2C1,5.34
Fc1ccc2\C(=C/c3cccc(c3)C(F)(F)F)\C(=O)Nc2c1,5.05
COc1ccc2\C(=C/c3cccc(c3)C(F)(F)F)\C(=O)Nc2c1,5.42
COc1ccc(CNc2nc(NCc3ccc(OC)cc3)n4nccc4n2)cc1,4.47
Oc1ccc2C(=C(C(=O)Oc2c1)c3ccccc3)Cc4ccc(OCCCCN5CCCCC5)cc4,7.89
Clc1ccccc1NC(=O)\C=C\c2ccccc2,5.62
Cc1ccc(cc1)\C(=C(\C#N)/c2ccccc2)\c3ccc(O)cc3,8.66
CCCCCCCCCC(O)CN,5.41
CCCCCCCCCCCCCCCCOC[C@H](COC)COP(=O)([O-])OCC[N+](C)(C)C,5.7
FC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(NCCCN=[N+]=[N-])Oc3ccc(Cl)cc3)O2)C(=O)NC1=O,4.48
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4,4.97
O=C(CCc1c[nH]c2ccccc12)\C=C\C[C@H]3CC=CC(=O)O3,5.41
C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,6.651666666666666
O=C1C=CC(=O)c2ccccc12,4.77
Cc1ccccc1OS(=O)(=O)c2ccc(NC(=O)NCCCl)cc2,5.2650000000000015
CN(C)c1ccc(cc1)C2=CC(=O)c3cccc(N)c3O2,6.69
Nc1cccc2OC(=CC(=O)c12)c3ccc(O)cc3,5.82
Cl.Cl.S=C(NCCCNCCCCNCCCNC(=S)NCC(c1ccccc1)c2ccccc2)NCC(c3ccccc3)c4ccccc4,5.17
CC(C)Cc1ccc(cc1)C(C)C(=O)NNC(=O)NCC2CCCCC2,4.89
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)CC3OC[C@@]3(OC(=O)C)C2[C@H](OC(=O)c4ccccc4)C5C[C@H](OC(=O)[C@H](OC(=O)c6ccc(cc6)C(=O)C)[C@@H](NC(=O)c7ccccc7)c8ccccc8)C(=C1C5(C)C)C,6.89
CC(C)C(CO)Nc1nc(NCc2ccccc2O)c3ncn(C(C)C)c3n1,5.24
Cc1cccc(NC(=O)\C=C\c2ccccc2)c1,5.23
Clc1cccc(NC(=O)\C=C\c2ccccc2)c1,5.36
