,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
SQ1,0.0,0.0,0.0,0.0,0.0,0.0,1.0666646,0.0,0.06419296,0.0,0.3555305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26557514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5638664,0.18737777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7265465,0.0,0.0,0.03246854,0.0,0.0,0.0,0.1641423,0.0,0.0,0.0,0.0,2.382671,0.18592067,0.0,0.0,0.0,0.4859557,0.0,0.0,0.0,0.0,0.0,0.4706857,0.0,0.0,0.060039192,0.45487332,0.0,0.0,0.0,0.43690407,0.0,0.0,0.0,0.0,1.3104285,0.0,0.0,0.0,1.6652522,0.24251299,0.0,0.0,0.0,0.0,1.5314097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5846913,0.0,0.0,0.037834506,0.0,0.0,0.0,0.0,0.0,0.11170776,0.0,0.48526704,2.9561348,3.6797044,1.4342953,0.0,0.0,0.0,0.0,0.0,0.7838125,0.0,0.0,0.0,0.0,0.4121383,0.0,0.0,0.0,0.0,0.4807945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8478584,0.0,0.0,1.2321059,0.0,0.0,0.0,0.0,0.0,0.0,0.16083899,2.4761574,0.0,0.0,0.42804158,0.0,0.0,0.0,0.0,0.0,3.6925519,0.0,0.0,3.2028923,0.2117418,0.0,0.0,0.0,0.0,0.0,0.09290608,0.0,0.43012315,0.0,1.5745507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4708352,0.0,0.0,0.0,0.0,0.096903354,0.0,3.4405043,0.0,0.0,1.9315288,0.0,0.0,0.0,0.9698932,1.123719,0.0,0.0,2.6822677,0.0,5.187216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09909174,1.4307139,0.0,0.0,0.0,0.0,0.0,0.0,2.2175362,0.0,0.0,2.3952253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9061599,0.94761443,0.0,0.0,0.0,1.3078971,0.0,0.0,0.0,0.0,3.3066854,0.0,0.0,0.0,3.6841521,0.0,0.0,0.0,0.0,0.0,2.3123558,0.0,0.0
SR786,0.0,0.0,0.0,0.0,0.0,0.0,1.2092825,0.0,0.0732258,0.0,0.40256828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30028668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0462375,0.21075587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2303863,0.0,0.0,0.036925178,0.0,0.0,0.0,0.18578248,0.0,0.0,0.0,0.0,2.7075634,0.21208893,0.0,0.0,0.0,0.55237114,0.0,0.0,0.0,0.0,0.0,0.5365671,0.0,0.0,0.07032126,0.5148232,0.0,0.0,0.0,0.49754456,0.0,0.0,0.0,0.0,1.4896512,0.0,0.0,0.0,1.8908825,0.2743088,0.0,0.0,0.0,0.0,1.7400045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66365105,0.0,0.0,0.044174623,0.0,0.0,0.0,0.0,0.0,0.12569918,0.0,0.5485193,3.355729,4.1743712,1.6289172,0.0,0.0,0.0,0.0,0.0,0.89336765,0.0,0.0,0.0,0.0,0.46777707,0.0,0.0,0.0,0.0,0.54408896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96447426,0.0,0.0,1.4008926,0.0,0.0,0.0,0.0,0.0,0.0,0.18267658,2.8099234,0.0,0.0,0.48328644,0.0,0.0,0.0,0.0,0.0,4.193964,0.0,0.0,3.6368089,0.24038848,0.0,0.0,0.0,0.0,0.0,0.104788445,0.0,0.48886687,0.0,1.7847774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9404516,0.0,0.0,0.0,0.0,0.112722516,0.0,3.9066288,0.0,0.0,2.1937037,0.0,0.0,0.0,1.1009334,1.2778817,0.0,0.0,3.0454493,0.0,5.887237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11793944,1.6245694,0.0,0.0,0.0,0.0,0.0,0.0,2.5193925,0.0,0.0,2.718208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300838,1.0767748,0.0,0.0,0.0,1.4864583,0.0,0.0,0.0,0.0,3.7544641,0.0,0.0,0.0,4.1835737,0.0,0.0,0.0,0.0,0.0,2.6252046,0.0,0.0
ST486,0.0,0.0,0.0,0.0,0.0,0.0,1.2029591,0.0,0.07267178,0.0,0.40058953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29870555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.025096,0.20977382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.208355,0.0,0.0,0.03685878,0.0,0.0,0.0,0.18475477,0.0,0.0,0.0,0.0,2.6932752,0.21101435,0.0,0.0,0.0,0.54949415,0.0,0.0,0.0,0.0,0.0,0.53378713,0.0,0.0,0.06977153,0.5121986,0.0,0.0,0.0,0.49477783,0.0,0.0,0.0,0.0,1.4816712,0.0,0.0,0.0,1.8807948,0.27289075,0.0,0.0,0.0,0.0,1.7308837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66022915,0.0,0.0,0.043984305,0.0,0.0,0.0,0.0,0.0,0.12498219,0.0,0.54587275,3.3380437,4.152665,1.620273,0.0,0.0,0.0,0.0,0.0,0.88847613,0.0,0.0,0.0,0.0,0.46543017,0.0,0.0,0.0,0.0,0.54132795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95931983,0.0,0.0,1.3932062,0.0,0.0,0.0,0.0,0.0,0.0,0.18174997,2.7952592,0.0,0.0,0.48072737,0.0,0.0,0.0,0.0,0.0,4.171837,0.0,0.0,3.6177258,0.2390798,0.0,0.0,0.0,0.0,0.0,0.104293965,0.0,0.48634428,0.0,1.7755356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.919813,0.0,0.0,0.0,0.0,0.112023026,0.0,3.8861492,0.0,0.0,2.1820982,0.0,0.0,0.0,1.0950807,1.2710768,0.0,0.0,3.0295453,0.0,5.856496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117105216,1.6160336,0.0,0.0,0.0,0.0,0.0,0.0,2.5061946,0.0,0.0,2.7040627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0246644,1.0712763,0.0,0.0,0.0,1.478645,0.0,0.0,0.0,0.0,3.7347422,0.0,0.0,0.0,4.161604,0.0,0.0,0.0,0.0,0.0,2.611384,0.0,0.0
SU8686,0.0,0.0,0.0,0.0,0.0,0.0,1.2864872,0.0,0.07801492,0.0,0.42806488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31913808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3069625,0.22357614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5028315,0.0,0.0,0.039425593,0.0,0.0,0.0,0.19736604,0.0,0.0,0.0,0.0,2.8829691,0.22641067,0.0,0.0,0.0,0.5885463,0.0,0.0,0.0,0.0,0.0,0.57249594,0.0,0.0,0.07591027,0.54730016,0.0,0.0,0.0,0.5301432,0.0,0.0,0.0,0.0,1.5862827,0.0,0.0,0.0,2.0125628,0.29130125,0.0,0.0,0.0,0.0,1.8526478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7061461,0.0,0.0,0.047713887,0.0,0.0,0.0,0.0,0.0,0.13292153,0.0,0.5830464,3.5715933,4.441942,1.7342207,0.0,0.0,0.0,0.0,0.0,0.95263267,0.0,0.0,0.0,0.0,0.49796283,0.0,0.0,0.0,0.0,0.5783149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0275562,0.0,0.0,1.4916908,0.0,0.0,0.0,0.0,0.0,0.0,0.19471374,2.99055,0.0,0.0,0.51305085,0.0,0.0,0.0,0.0,0.0,4.4646134,0.0,0.0,3.8713617,0.25564122,0.0,0.0,0.0,0.0,0.0,0.110808216,0.0,0.52069074,0.0,1.898486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1942625,0.0,0.0,0.0,0.0,0.121349216,0.0,4.1589227,0.0,0.0,2.3351016,0.0,0.0,0.0,1.171702,1.3611971,0.0,0.0,3.2417662,0.0,6.265647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12817094,1.7293615,0.0,0.0,0.0,0.0,0.0,0.0,2.6825013,0.0,0.0,2.8930237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0971509,1.1467721,0.0,0.0,0.0,1.5830485,0.0,0.0,0.0,0.0,3.9965138,0.0,0.0,0.0,4.4533033,0.0,0.0,0.0,0.0,0.0,2.7941327,0.0,0.0
SUDHL10,0.0,0.0,0.0,0.0,0.0,0.0,1.030317,0.0,0.061810143,0.0,0.34369317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2567623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4415505,0.18128577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5988257,0.0,0.0,0.03142486,0.0,0.0,0.0,0.15874438,0.0,0.0,0.0,0.0,2.3003705,0.17933677,0.0,0.0,0.0,0.46894768,0.0,0.0,0.0,0.0,0.0,0.45380214,0.0,0.0,0.057397157,0.43969464,0.0,0.0,0.0,0.4215725,0.0,0.0,0.0,0.0,1.2651826,0.0,0.0,0.0,1.6081505,0.23457621,0.0,0.0,0.0,0.0,1.4788022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5648107,0.0,0.0,0.036129307,0.0,0.0,0.0,0.0,0.0,0.10822792,0.0,0.46908098,2.8547368,3.554115,1.3849773,0.0,0.0,0.0,0.0,0.0,0.7558922,0.0,0.0,0.0,0.0,0.39808455,0.0,0.0,0.0,0.0,0.46467274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81811476,0.0,0.0,1.1894401,0.0,0.0,0.0,0.0,0.0,0.0,0.15528873,2.3913157,0.0,0.0,0.4139281,0.0,0.0,0.0,0.0,0.0,3.5656052,0.0,0.0,3.092883,0.20455837,0.0,0.0,0.0,0.0,0.0,0.09008952,0.0,0.41517287,0.0,1.5211487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.351836,0.0,0.0,0.0,0.0,0.092784286,0.0,3.3222222,0.0,0.0,1.865211,0.0,0.0,0.0,0.9367052,1.084736,0.0,0.0,2.5903175,0.0,5.0097866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094299525,1.381644,0.0,0.0,0.0,0.0,0.0,0.0,2.141115,0.0,0.0,2.3132734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87465477,0.91484725,0.0,0.0,0.0,1.2624832,0.0,0.0,0.0,0.0,3.1930747,0.0,0.0,0.0,3.5576077,0.0,0.0,0.0,0.0,0.0,2.233026,0.0,0.0
SUDHL1,0.0,0.0,0.0,0.0,0.0,0.0,1.2524081,0.0,0.07574666,0.0,0.4168381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3107045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.191953,0.21811228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38274,0.0,0.0,0.038435917,0.0,0.0,0.0,0.19215743,0.0,0.0,0.0,0.0,2.8054566,0.22011672,0.0,0.0,0.0,0.57264805,0.0,0.0,0.0,0.0,0.0,0.5568081,0.0,0.0,0.07329595,0.53302383,0.0,0.0,0.0,0.5156107,0.0,0.0,0.0,0.0,1.543426,0.0,0.0,0.0,1.9585977,0.2837361,0.0,0.0,0.0,0.0,1.8030561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6874377,0.0,0.0,0.046260905,0.0,0.0,0.0,0.0,0.0,0.1295516,0.0,0.5681091,3.4762454,4.3240347,1.6876973,0.0,0.0,0.0,0.0,0.0,0.9263135,0.0,0.0,0.0,0.0,0.4847531,0.0,0.0,0.0,0.0,0.5632531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997091,0.0,0.0,1.4511954,0.0,0.0,0.0,0.0,0.0,0.0,0.18958405,2.910861,0.0,0.0,0.49965852,0.0,0.0,0.0,0.0,0.0,4.345002,0.0,0.0,3.7677803,0.24883366,0.0,0.0,0.0,0.0,0.0,0.108157836,0.0,0.50675386,0.0,1.8484056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0822177,0.0,0.0,0.0,0.0,0.11757931,0.0,4.0476546,0.0,0.0,2.2726376,0.0,0.0,0.0,1.1403612,1.3244008,0.0,0.0,3.1552362,0.0,6.098621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12353656,1.6830246,0.0,0.0,0.0,0.0,0.0,0.0,2.6106873,0.0,0.0,2.8159168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.067532,1.1160977,0.0,0.0,0.0,1.5403711,0.0,0.0,0.0,0.0,3.8895378,0.0,0.0,0.0,4.3342667,0.0,0.0,0.0,0.0,0.0,2.719459,0.0,0.0
SUDHL4,0.0,0.0,0.0,0.0,0.0,0.0,1.1285502,0.0,0.0679828,0.0,0.37612343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28066626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.773797,0.19757472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9459,0.0,0.0,0.034436923,0.0,0.0,0.0,0.1735727,0.0,0.0,0.0,0.0,2.5241046,0.1974458,0.0,0.0,0.0,0.5147196,0.0,0.0,0.0,0.0,0.0,0.49931994,0.0,0.0,0.064410865,0.48105344,0.0,0.0,0.0,0.4632801,0.0,0.0,0.0,0.0,1.3884394,0.0,0.0,0.0,1.7634676,0.2563796,0.0,0.0,0.0,0.0,1.6223881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6191656,0.0,0.0,0.0406018,0.0,0.0,0.0,0.0,0.0,0.11779298,0.0,0.51291835,3.1299534,3.894901,1.5189362,0.0,0.0,0.0,0.0,0.0,0.8314073,0.0,0.0,0.0,0.0,0.4364848,0.0,0.0,0.0,0.0,0.5084239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89856416,0.0,0.0,1.3055404,0.0,0.0,0.0,0.0,0.0,0.0,0.1704295,2.6213386,0.0,0.0,0.45202965,0.0,0.0,0.0,0.0,0.0,3.911002,0.0,0.0,3.3916793,0.22417644,0.0,0.0,0.0,0.0,0.0,0.09808876,0.0,0.45561045,0.0,1.6658905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6753774,0.0,0.0,0.0,0.0,0.10356453,0.0,3.6433375,0.0,0.0,2.0457451,0.0,0.0,0.0,1.0269053,1.19079,0.0,0.0,2.8404841,0.0,5.492011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10722801,1.5151556,0.0,0.0,0.0,0.0,0.0,0.0,2.34913,0.0,0.0,2.5357435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599203,1.0037934,0.0,0.0,0.0,1.3855494,0.0,0.0,0.0,0.0,3.5015607,0.0,0.0,0.0,3.9015915,0.0,0.0,0.0,0.0,0.0,2.448641,0.0,0.0
SUDHL5,0.0,0.0,0.0,0.0,0.0,0.0,1.0461752,0.0,0.06269557,0.0,0.34899917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26063564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4949162,0.18409158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.654657,0.0,0.0,0.032036047,0.0,0.0,0.0,0.16106121,0.0,0.0,0.0,0.0,2.3361447,0.18231402,0.0,0.0,0.0,0.4764007,0.0,0.0,0.0,0.0,0.0,0.46132472,0.0,0.0,0.05853033,0.44644544,0.0,0.0,0.0,0.42802748,0.0,0.0,0.0,0.0,1.2848108,0.0,0.0,0.0,1.6329105,0.23803912,0.0,0.0,0.0,0.0,1.5020225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57335126,0.0,0.0,0.036987882,0.0,0.0,0.0,0.0,0.0,0.10945739,0.0,0.47634074,2.8988402,3.6090071,1.4065523,0.0,0.0,0.0,0.0,0.0,0.7679786,0.0,0.0,0.0,0.0,0.404424,0.0,0.0,0.0,0.0,0.47166774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8310639,0.0,0.0,1.2076834,0.0,0.0,0.0,0.0,0.0,0.0,0.15800086,2.4283407,0.0,0.0,0.4198885,0.0,0.0,0.0,0.0,0.0,3.6208603,0.0,0.0,3.1409042,0.20755333,0.0,0.0,0.0,0.0,0.0,0.0911869,0.0,0.42172396,0.0,1.544482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4037566,0.0,0.0,0.0,0.0,0.094542,0.0,3.3739493,0.0,0.0,1.8940881,0.0,0.0,0.0,0.9511813,1.1018528,0.0,0.0,2.6306138,0.0,5.0872726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09637472,1.4030921,0.0,0.0,0.0,0.0,0.0,0.0,2.1745565,0.0,0.0,2.3490918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88830423,0.92933685,0.0,0.0,0.0,1.2822969,0.0,0.0,0.0,0.0,3.242522,0.0,0.0,0.0,3.6126842,0.0,0.0,0.0,0.0,0.0,2.267472,0.0,0.0
SUDHL6,0.0,0.0,0.0,0.0,0.0,0.0,1.2105051,0.0,0.07309473,0.0,0.40294284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30056068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0503416,0.2110941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2347574,0.0,0.0,0.037111502,0.0,0.0,0.0,0.18589024,0.0,0.0,0.0,0.0,2.7102394,0.21237646,0.0,0.0,0.0,0.5529903,0.0,0.0,0.0,0.0,0.0,0.53726065,0.0,0.0,0.070240766,0.5153948,0.0,0.0,0.0,0.4979445,0.0,0.0,0.0,0.0,1.4909403,0.0,0.0,0.0,1.8926513,0.27446514,0.0,0.0,0.0,0.0,1.7418835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6642941,0.0,0.0,0.04430933,0.0,0.0,0.0,0.0,0.0,0.12567367,0.0,0.54929525,3.358938,4.1785555,1.6306638,0.0,0.0,0.0,0.0,0.0,0.89418405,0.0,0.0,0.0,0.0,0.4683929,0.0,0.0,0.0,0.0,0.5446093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9654621,0.0,0.0,1.4019285,0.0,0.0,0.0,0.0,0.0,0.0,0.1829795,2.8127458,0.0,0.0,0.48359007,0.0,0.0,0.0,0.0,0.0,4.1980314,0.0,0.0,3.6403973,0.24045214,0.0,0.0,0.0,0.0,0.0,0.10481306,0.0,0.48941958,0.0,1.7865907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9444513,0.0,0.0,0.0,0.0,0.112896234,0.0,3.9106646,0.0,0.0,2.1957474,0.0,0.0,0.0,1.1019161,1.279097,0.0,0.0,3.0486338,0.0,5.893121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11792633,1.6261764,0.0,0.0,0.0,0.0,0.0,0.0,2.522091,0.0,0.0,2.721027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0310574,1.0780339,0.0,0.0,0.0,1.4879085,0.0,0.0,0.0,0.0,3.7580807,0.0,0.0,0.0,4.1876836,0.0,0.0,0.0,0.0,0.0,2.6277335,0.0,0.0
SUDHL8,0.0,0.0,0.0,0.0,0.0,0.0,1.2845876,0.0,0.07786662,0.0,0.42759353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31866995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.301197,0.22321953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4967394,0.0,0.0,0.03933237,0.0,0.0,0.0,0.19708614,0.0,0.0,0.0,0.0,2.879164,0.22614919,0.0,0.0,0.0,0.5875542,0.0,0.0,0.0,0.0,0.0,0.5715614,0.0,0.0,0.07570028,0.54658806,0.0,0.0,0.0,0.5294003,0.0,0.0,0.0,0.0,1.5842254,0.0,0.0,0.0,2.0099547,0.2910515,0.0,0.0,0.0,0.0,1.8502967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7053216,0.0,0.0,0.047670316,0.0,0.0,0.0,0.0,0.0,0.13286318,0.0,0.58222073,3.5667043,4.4358544,1.7318112,0.0,0.0,0.0,0.0,0.0,0.9511791,0.0,0.0,0.0,0.0,0.49732137,0.0,0.0,0.0,0.0,0.5775899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0260558,0.0,0.0,1.4898452,0.0,0.0,0.0,0.0,0.0,0.0,0.19444361,2.9864202,0.0,0.0,0.5124117,0.0,0.0,0.0,0.0,0.0,4.4588475,0.0,0.0,3.8661137,0.25539568,0.0,0.0,0.0,0.0,0.0,0.11084726,0.0,0.5199724,0.0,1.8958366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.188673,0.0,0.0,0.0,0.0,0.12102044,0.0,4.1530313,0.0,0.0,2.3321652,0.0,0.0,0.0,1.1701442,1.359383,0.0,0.0,3.237465,0.0,6.2573085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1278505,1.7270725,0.0,0.0,0.0,0.0,0.0,0.0,2.6789563,0.0,0.0,2.889026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0955427,1.1451942,0.0,0.0,0.0,1.5808438,0.0,0.0,0.0,0.0,3.991054,0.0,0.0,0.0,4.447417,0.0,0.0,0.0,0.0,0.0,2.7904584,0.0,0.0
SUPB15,0.0,0.0,0.0,0.0,0.0,0.0,1.4039888,0.0,0.08516956,0.0,0.4668824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34761122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.704568,0.24324293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9181085,0.0,0.0,0.043385964,0.0,0.0,0.0,0.21502523,0.0,0.0,0.0,0.0,3.15042,0.24818091,0.0,0.0,0.0,0.6433741,0.0,0.0,0.0,0.0,0.0,0.6270771,0.0,0.0,0.084212065,0.5968082,0.0,0.0,0.0,0.57975733,0.0,0.0,0.0,0.0,1.7334896,0.0,0.0,0.0,2.1981053,0.3172297,0.0,0.0,0.0,0.0,2.0245988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77111655,0.0,0.0,0.05325986,0.0,0.0,0.0,0.0,0.0,0.14405967,0.0,0.63567203,3.9005961,4.8497086,1.8946617,0.0,0.0,0.0,0.0,0.0,1.0427272,0.0,0.0,0.0,0.0,0.544006,0.0,0.0,0.0,0.0,0.6305447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1237062,0.0,0.0,1.630013,0.0,0.0,0.0,0.0,0.0,0.0,0.21305254,3.2657535,0.0,0.0,0.5582792,0.0,0.0,0.0,0.0,0.0,4.8774405,0.0,0.0,4.228796,0.27903283,0.0,0.0,0.0,0.0,0.0,0.12034293,0.0,0.5692418,0.0,2.0718336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58125,0.0,0.0,0.0,0.0,0.1344091,0.0,4.543194,0.0,0.0,2.5509696,0.0,0.0,0.0,1.2794665,1.4881421,0.0,0.0,3.5411255,0.0,6.842493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14351317,1.8889592,0.0,0.0,0.0,0.0,0.0,0.0,2.9314685,0.0,0.0,3.1592703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1991395,1.2535262,0.0,0.0,0.0,1.7301779,0.0,0.0,0.0,0.0,4.3651795,0.0,0.0,0.0,4.864653,0.0,0.0,0.0,0.0,0.0,3.0516994,0.0,0.0
