,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
HEC6,0.0,0.0,0.0,0.0,0.0,0.0,1.1723132,0.0,0.07068301,0.0,0.39048547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.921441,0.20485283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1000767,0.0,0.0,0.036016565,0.0,0.0,0.0,0.18009488,0.0,0.0,0.0,0.0,2.6233432,0.20547323,0.0,0.0,0.0,0.5352132,0.0,0.0,0.0,0.0,0.0,0.5196681,0.0,0.0,0.06756216,0.4993979,0.0,0.0,0.0,0.48164228,0.0,0.0,0.0,0.0,1.4430488,0.0,0.0,0.0,1.8322523,0.2659396,0.0,0.0,0.0,0.0,1.6861649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6431847,0.0,0.0,0.042697262,0.0,0.0,0.0,0.0,0.0,0.12180181,0.0,0.5323636,3.2520404,4.046308,1.5785666,0.0,0.0,0.0,0.0,0.0,0.8648609,0.0,0.0,0.0,0.0,0.4535361,0.0,0.0,0.0,0.0,0.52771163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9342142,0.0,0.0,1.3567677,0.0,0.0,0.0,0.0,0.0,0.0,0.1772112,2.7235062,0.0,0.0,0.46874493,0.0,0.0,0.0,0.0,0.0,4.063935,0.0,0.0,3.5244474,0.23285612,0.0,0.0,0.0,0.0,0.0,0.10157468,0.0,0.47372746,0.0,1.7304137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8188818,0.0,0.0,0.0,0.0,0.10862771,0.0,3.7860906,0.0,0.0,2.12571,0.0,0.0,0.0,1.066884,1.2379152,0.0,0.0,2.9515727,0.0,5.706037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11299178,1.574384,0.0,0.0,0.0,0.0,0.0,0.0,2.4414067,0.0,0.0,2.6347158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979292,1.04359,0.0,0.0,0.0,1.440224,0.0,0.0,0.0,0.0,3.6383815,0.0,0.0,0.0,4.0541406,0.0,0.0,0.0,0.0,0.0,2.5440552,0.0,0.0
HEL9217,0.0,0.0,0.0,0.0,0.0,0.0,1.3505006,0.0,0.08192701,0.0,0.4492132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33459023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.523827,0.23430969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7292547,0.0,0.0,0.041651826,0.0,0.0,0.0,0.207058,0.0,0.0,0.0,0.0,3.02887,0.23830067,0.0,0.0,0.0,0.61832035,0.0,0.0,0.0,0.0,0.0,0.6021853,0.0,0.0,0.0803318,0.5742684,0.0,0.0,0.0,0.5572975,0.0,0.0,0.0,0.0,1.6665057,0.0,0.0,0.0,2.1138296,0.3053689,0.0,0.0,0.0,0.0,1.9464178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74164295,0.0,0.0,0.050683748,0.0,0.0,0.0,0.0,0.0,0.13909347,0.0,0.6117038,3.7510138,4.664262,1.8216882,0.0,0.0,0.0,0.0,0.0,1.0017058,0.0,0.0,0.0,0.0,0.52313864,0.0,0.0,0.0,0.0,0.60687995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0800229,0.0,0.0,1.5671402,0.0,0.0,0.0,0.0,0.0,0.0,0.20461228,3.1405606,0.0,0.0,0.5376417,0.0,0.0,0.0,0.0,0.0,4.689854,0.0,0.0,4.066289,0.26843387,0.0,0.0,0.0,0.0,0.0,0.11611643,0.0,0.5471191,0.0,1.9929687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4053993,0.0,0.0,0.0,0.0,0.12839958,0.0,4.3684225,0.0,0.0,2.4528527,0.0,0.0,0.0,1.2303945,1.4303782,0.0,0.0,3.4050884,0.0,6.5802736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13650772,1.8164108,0.0,0.0,0.0,0.0,0.0,0.0,2.818434,0.0,0.0,3.0381868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1527181,1.2049583,0.0,0.0,0.0,1.6632538,0.0,0.0,0.0,0.0,4.1975527,0.0,0.0,0.0,4.6776643,0.0,0.0,0.0,0.0,0.0,2.9346795,0.0,0.0
HEL,0.0,0.0,0.0,0.0,0.0,0.0,1.3482891,0.0,0.08178563,0.0,0.44845623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3340644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5163674,0.23393781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.721431,0.0,0.0,0.041564565,0.0,0.0,0.0,0.20670252,0.0,0.0,0.0,0.0,3.023846,0.23786752,0.0,0.0,0.0,0.61727786,0.0,0.0,0.0,0.0,0.0,0.60115397,0.0,0.0,0.08016652,0.5733261,0.0,0.0,0.0,0.5563568,0.0,0.0,0.0,0.0,1.6637168,0.0,0.0,0.0,2.1103296,0.3049035,0.0,0.0,0.0,0.0,1.9431674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74042857,0.0,0.0,0.050580453,0.0,0.0,0.0,0.0,0.0,0.13891394,0.0,0.6107017,3.7448156,4.656557,1.8186646,0.0,0.0,0.0,0.0,0.0,1.000018,0.0,0.0,0.0,0.0,0.5222463,0.0,0.0,0.0,0.0,0.6058873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0782061,0.0,0.0,1.5645556,0.0,0.0,0.0,0.0,0.0,0.0,0.2042332,3.1353557,0.0,0.0,0.53680384,0.0,0.0,0.0,0.0,0.0,4.682069,0.0,0.0,4.0595417,0.26800126,0.0,0.0,0.0,0.0,0.0,0.11597886,0.0,0.5462287,0.0,1.9897109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3980756,0.0,0.0,0.0,0.0,0.12817669,0.0,4.361134,0.0,0.0,2.4487865,0.0,0.0,0.0,1.228356,1.4279729,0.0,0.0,3.3994317,0.0,6.5693693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13620469,1.8133935,0.0,0.0,0.0,0.0,0.0,0.0,2.81373,0.0,0.0,3.0331714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1508118,1.20295,0.0,0.0,0.0,1.6605165,0.0,0.0,0.0,0.0,4.1906004,0.0,0.0,0.0,4.669916,0.0,0.0,0.0,0.0,0.0,2.929819,0.0,0.0
HEPG2,0.0,0.0,0.0,0.0,0.0,0.0,0.940783,0.0,0.05617941,0.0,0.31417343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23501007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.138686,0.16651593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28241,0.0,0.0,0.028617721,0.0,0.0,0.0,0.14521639,0.0,0.0,0.0,0.0,2.0963883,0.16288124,0.0,0.0,0.0,0.4271454,0.0,0.0,0.0,0.0,0.0,0.41229972,0.0,0.0,0.051032484,0.40210882,0.0,0.0,0.0,0.38355756,0.0,0.0,0.0,0.0,1.1527044,0.0,0.0,0.0,1.4666433,0.21471743,0.0,0.0,0.0,0.0,1.3479471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515222,0.0,0.0,0.032107007,0.0,0.0,0.0,0.0,0.0,0.09945305,0.0,0.42920995,2.6038206,3.2434404,1.2627691,0.0,0.0,0.0,0.0,0.0,0.68705773,0.0,0.0,0.0,0.0,0.36311308,0.0,0.0,0.0,0.0,0.42492428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74482787,0.0,0.0,1.0836016,0.0,0.0,0.0,0.0,0.0,0.0,0.1416041,2.1816263,0.0,0.0,0.3793102,0.0,0.0,0.0,0.0,0.0,3.2508109,0.0,0.0,2.8204718,0.18663669,0.0,0.0,0.0,0.0,0.0,0.082707666,0.0,0.37829572,0.0,1.389175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0569725,0.0,0.0,0.0,0.0,0.08279519,0.0,3.0294578,0.0,0.0,1.7006848,0.0,0.0,0.0,0.8544673,0.9879783,0.0,0.0,2.3622823,0.0,4.570281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082455486,1.2599138,0.0,0.0,0.0,0.0,0.0,0.0,1.9515419,0.0,0.0,2.110532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7968459,0.83368075,0.0,0.0,0.0,1.1503227,0.0,0.0,0.0,0.0,2.91195,0.0,0.0,0.0,3.243988,0.0,0.0,0.0,0.0,0.0,2.0366325,0.0,0.0
HEYA8,0.0,0.0,0.0,0.0,0.0,0.0,1.2602355,0.0,0.07622779,0.0,0.4193614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31266323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.218334,0.21938561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4102244,0.0,0.0,0.038840037,0.0,0.0,0.0,0.19341497,0.0,0.0,0.0,0.0,2.82321,0.22158037,0.0,0.0,0.0,0.57620656,0.0,0.0,0.0,0.0,0.0,0.56038344,0.0,0.0,0.07394633,0.5362775,0.0,0.0,0.0,0.51902556,0.0,0.0,0.0,0.0,1.5531832,0.0,0.0,0.0,1.9710224,0.28537858,0.0,0.0,0.0,0.0,1.8143544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6916503,0.0,0.0,0.04661442,0.0,0.0,0.0,0.0,0.0,0.13035323,0.0,0.5714244,3.49804,4.3509297,1.6984882,0.0,0.0,0.0,0.0,0.0,0.9323809,0.0,0.0,0.0,0.0,0.48776066,0.0,0.0,0.0,0.0,0.56667197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.006157,0.0,0.0,1.4604539,0.0,0.0,0.0,0.0,0.0,0.0,0.19075838,2.9291084,0.0,0.0,0.5027964,0.0,0.0,0.0,0.0,0.0,4.37236,0.0,0.0,3.7915885,0.25040203,0.0,0.0,0.0,0.0,0.0,0.10868778,0.0,0.50990224,0.0,1.8598781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.107964,0.0,0.0,0.0,0.0,0.118443996,0.0,4.073208,0.0,0.0,2.286949,0.0,0.0,0.0,1.1475357,1.3328056,0.0,0.0,3.1750968,0.0,6.136972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1245887,1.6936479,0.0,0.0,0.0,0.0,0.0,0.0,2.6272442,0.0,0.0,2.8335981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0742471,1.1230727,0.0,0.0,0.0,1.5501658,0.0,0.0,0.0,0.0,3.9140382,0.0,0.0,0.0,4.361489,0.0,0.0,0.0,0.0,0.0,2.7365687,0.0,0.0
HGC27,0.0,0.0,0.0,0.0,0.0,0.0,1.1785554,0.0,0.071181305,0.0,0.3925416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29274002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9426425,0.20569931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1221786,0.0,0.0,0.036000233,0.0,0.0,0.0,0.18115382,0.0,0.0,0.0,0.0,2.6377676,0.20647822,0.0,0.0,0.0,0.5380114,0.0,0.0,0.0,0.0,0.0,0.5223894,0.0,0.0,0.06801629,0.50198364,0.0,0.0,0.0,0.48452,0.0,0.0,0.0,0.0,1.4511625,0.0,0.0,0.0,1.8422275,0.26753086,0.0,0.0,0.0,0.0,1.6952248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6467333,0.0,0.0,0.042847764,0.0,0.0,0.0,0.0,0.0,0.12271096,0.0,0.53498787,3.2698529,4.0681,1.587006,0.0,0.0,0.0,0.0,0.0,0.8697846,0.0,0.0,0.0,0.0,0.45588464,0.0,0.0,0.0,0.0,0.5305158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93929446,0.0,0.0,1.3646348,0.0,0.0,0.0,0.0,0.0,0.0,0.17802766,2.7381654,0.0,0.0,0.47139293,0.0,0.0,0.0,0.0,0.0,4.086271,0.0,0.0,3.5436208,0.23427373,0.0,0.0,0.0,0.0,0.0,0.10228785,0.0,0.47626102,0.0,1.7395082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8394403,0.0,0.0,0.0,0.0,0.109285206,0.0,3.8064287,0.0,0.0,2.1373854,0.0,0.0,0.0,1.0728555,1.2447731,0.0,0.0,2.967494,0.0,5.7367887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11388084,1.5829682,0.0,0.0,0.0,0.0,0.0,0.0,2.4545908,0.0,0.0,2.6488178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0034443,1.0489703,0.0,0.0,0.0,1.4480244,0.0,0.0,0.0,0.0,3.6582355,0.0,0.0,0.0,4.076349,0.0,0.0,0.0,0.0,0.0,2.557881,0.0,0.0
HH,0.0,0.0,0.0,0.0,0.0,0.0,1.1323863,0.0,0.06813008,0.0,0.37738377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2816563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.786989,0.19844411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9596071,0.0,0.0,0.034810167,0.0,0.0,0.0,0.17412893,0.0,0.0,0.0,0.0,2.5326922,0.19828175,0.0,0.0,0.0,0.5166749,0.0,0.0,0.0,0.0,0.0,0.50129414,0.0,0.0,0.06464213,0.4827032,0.0,0.0,0.0,0.4647673,0.0,0.0,0.0,0.0,1.3930632,0.0,0.0,0.0,1.7693563,0.2571615,0.0,0.0,0.0,0.0,1.6281676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621215,0.0,0.0,0.040864836,0.0,0.0,0.0,0.0,0.0,0.117963806,0.0,0.5148819,3.1406941,3.9084895,1.5244523,0.0,0.0,0.0,0.0,0.0,0.83424985,0.0,0.0,0.0,0.0,0.43812686,0.0,0.0,0.0,0.0,0.5100451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9017232,0.0,0.0,1.3096012,0.0,0.0,0.0,0.0,0.0,0.0,0.17127231,2.6304498,0.0,0.0,0.45329762,0.0,0.0,0.0,0.0,0.0,3.9241903,0.0,0.0,3.4035335,0.22485152,0.0,0.0,0.0,0.0,0.0,0.09825107,0.0,0.4573503,0.0,1.6718235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6880906,0.0,0.0,0.0,0.0,0.10413897,0.0,3.6562245,0.0,0.0,2.0526853,0.0,0.0,0.0,1.0303055,1.1949786,0.0,0.0,2.850421,0.0,5.511147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10752794,1.52038,0.0,0.0,0.0,0.0,0.0,0.0,2.3574188,0.0,0.0,2.5447161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96325845,1.0074962,0.0,0.0,0.0,1.3902681,0.0,0.0,0.0,0.0,3.5135326,0.0,0.0,0.0,3.9149866,0.0,0.0,0.0,0.0,0.0,2.4569201,0.0,0.0
HLFA,0.0,0.0,0.0,0.0,0.0,0.0,1.0884333,0.0,0.06539882,0.0,0.36283046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27092186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.637825,0.1909524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.803892,0.0,0.0,0.033356052,0.0,0.0,0.0,0.16746812,0.0,0.0,0.0,0.0,2.4323983,0.190022,0.0,0.0,0.0,0.49610564,0.0,0.0,0.0,0.0,0.0,0.48079005,0.0,0.0,0.061510563,0.4641387,0.0,0.0,0.0,0.44616482,0.0,0.0,0.0,0.0,1.3378588,0.0,0.0,0.0,1.6997204,0.24739985,0.0,0.0,0.0,0.0,1.5636576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5968381,0.0,0.0,0.038804244,0.0,0.0,0.0,0.0,0.0,0.11371346,0.0,0.49506488,3.0172715,3.7555237,1.4642291,0.0,0.0,0.0,0.0,0.0,0.8004482,0.0,0.0,0.0,0.0,0.42083833,0.0,0.0,0.0,0.0,0.49040627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8656422,0.0,0.0,1.2576988,0.0,0.0,0.0,0.0,0.0,0.0,0.1643236,2.5272152,0.0,0.0,0.43628693,0.0,0.0,0.0,0.0,0.0,3.7693233,0.0,0.0,3.2694397,0.21608922,0.0,0.0,0.0,0.0,0.0,0.09475317,0.0,0.439156,0.0,1.606807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5428913,0.0,0.0,0.0,0.0,0.09927663,0.0,3.5120835,0.0,0.0,1.9716966,0.0,0.0,0.0,0.98993903,1.147416,0.0,0.0,2.7381363,0.0,5.2946553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10190198,1.4604664,0.0,0.0,0.0,0.0,0.0,0.0,2.2639713,0.0,0.0,2.4447627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9250744,0.96749175,0.0,0.0,0.0,1.3351668,0.0,0.0,0.0,0.0,3.375234,0.0,0.0,0.0,3.7606843,0.0,0.0,0.0,0.0,0.0,2.3602176,0.0,0.0
HLF,0.0,0.0,0.0,0.0,0.0,0.0,1.2671504,0.0,0.076726325,0.0,0.42171794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24239,0.22046657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4351673,0.0,0.0,0.038790803,0.0,0.0,0.0,0.19443111,0.0,0.0,0.0,0.0,2.8394413,0.22295974,0.0,0.0,0.0,0.5794403,0.0,0.0,0.0,0.0,0.0,0.563572,0.0,0.0,0.074311376,0.5392496,0.0,0.0,0.0,0.5220753,0.0,0.0,0.0,0.0,1.5622345,0.0,0.0,0.0,1.9823309,0.28714257,0.0,0.0,0.0,0.0,1.8247231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695741,0.0,0.0,0.04687507,0.0,0.0,0.0,0.0,0.0,0.13124032,0.0,0.5745743,3.517957,4.375453,1.707959,0.0,0.0,0.0,0.0,0.0,0.93782574,0.0,0.0,0.0,0.0,0.49047798,0.0,0.0,0.0,0.0,0.5699258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0118657,0.0,0.0,1.4691182,0.0,0.0,0.0,0.0,0.0,0.0,0.1917279,2.9456348,0.0,0.0,0.5056577,0.0,0.0,0.0,0.0,0.0,4.3974967,0.0,0.0,3.8130808,0.25187644,0.0,0.0,0.0,0.0,0.0,0.109388135,0.0,0.5128283,0.0,1.8701596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13129,0.0,0.0,0.0,0.0,0.11916271,0.0,4.096097,0.0,0.0,2.3000696,0.0,0.0,0.0,1.1540495,1.340399,0.0,0.0,3.1930795,0.0,6.1717596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12543008,1.7033486,0.0,0.0,0.0,0.0,0.0,0.0,2.642157,0.0,0.0,2.8496354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0804439,1.1293873,0.0,0.0,0.0,1.5590509,0.0,0.0,0.0,0.0,3.9364276,0.0,0.0,0.0,4.3864303,0.0,0.0,0.0,0.0,0.0,2.7522316,0.0,0.0
HMC18,0.0,0.0,0.0,0.0,0.0,0.0,1.2639188,0.0,0.07632501,0.0,0.42065102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31359938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.230908,0.21998577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4233875,0.0,0.0,0.038953763,0.0,0.0,0.0,0.1938669,0.0,0.0,0.0,0.0,2.8315833,0.22236477,0.0,0.0,0.0,0.57797027,0.0,0.0,0.0,0.0,0.0,0.5621128,0.0,0.0,0.074130416,0.5379676,0.0,0.0,0.0,0.5205609,0.0,0.0,0.0,0.0,1.5577453,0.0,0.0,0.0,1.9768665,0.28617865,0.0,0.0,0.0,0.0,1.8199104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6937629,0.0,0.0,0.046856474,0.0,0.0,0.0,0.0,0.0,0.13056882,0.0,0.5732362,3.508338,4.363854,1.7035403,0.0,0.0,0.0,0.0,0.0,0.9351978,0.0,0.0,0.0,0.0,0.48926708,0.0,0.0,0.0,0.0,0.56829107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0091547,0.0,0.0,1.4646655,0.0,0.0,0.0,0.0,0.0,0.0,0.19140401,2.9378283,0.0,0.0,0.50418633,0.0,0.0,0.0,0.0,0.0,4.3853965,0.0,0.0,3.8028333,0.25102904,0.0,0.0,0.0,0.0,0.0,0.10894736,0.0,0.5114823,0.0,1.8653221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1202497,0.0,0.0,0.0,0.0,0.11878577,0.0,4.0853868,0.0,0.0,2.2936869,0.0,0.0,0.0,1.1508981,1.3368052,0.0,0.0,3.1845338,0.0,6.1552095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12505457,1.6986322,0.0,0.0,0.0,0.0,0.0,0.0,2.6350567,0.0,0.0,2.8420596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0775228,1.1264616,0.0,0.0,0.0,1.5547894,0.0,0.0,0.0,0.0,3.9256845,0.0,0.0,0.0,4.3744073,0.0,0.0,0.0,0.0,0.0,2.7447295,0.0,0.0
HMCB,0.0,0.0,0.0,0.0,0.0,0.0,1.056545,0.0,0.063542135,0.0,0.35242468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26313874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5301445,0.18555938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.691358,0.0,0.0,0.03211842,0.0,0.0,0.0,0.16270523,0.0,0.0,0.0,0.0,2.3601944,0.18408613,0.0,0.0,0.0,0.481074,0.0,0.0,0.0,0.0,0.0,0.46589056,0.0,0.0,0.059209704,0.45067757,0.0,0.0,0.0,0.43282202,0.0,0.0,0.0,0.0,1.2980745,0.0,0.0,0.0,1.649587,0.24053071,0.0,0.0,0.0,0.0,1.5169971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57933545,0.0,0.0,0.03730045,0.0,0.0,0.0,0.0,0.0,0.11098261,0.0,0.48068666,2.9281821,3.6450298,1.4206123,0.0,0.0,0.0,0.0,0.0,0.7760473,0.0,0.0,0.0,0.0,0.40840542,0.0,0.0,0.0,0.0,0.47644824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83953255,0.0,0.0,1.2205721,0.0,0.0,0.0,0.0,0.0,0.0,0.15917435,2.4526427,0.0,0.0,0.42419976,0.0,0.0,0.0,0.0,0.0,3.6577854,0.0,0.0,3.1726522,0.20982307,0.0,0.0,0.0,0.0,0.0,0.09239491,0.0,0.42592794,0.0,1.5596915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.438101,0.0,0.0,0.0,0.0,0.095665604,0.0,3.4076943,0.0,0.0,1.9133409,0.0,0.0,0.0,0.9608178,1.1130496,0.0,0.0,2.6570585,0.0,5.1384115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097810715,1.4172626,0.0,0.0,0.0,0.0,0.0,0.0,2.1965578,0.0,0.0,2.372636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8974542,0.9384694,0.0,0.0,0.0,1.2953347,0.0,0.0,0.0,0.0,3.2754369,0.0,0.0,0.0,3.6493955,0.0,0.0,0.0,0.0,0.0,2.2905607,0.0,0.0
